num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_les,edad_les,g_edad,edad_m1,tipo_vehi,color_vehi,modelo_vehi,causa_acc
968,20,2,5,999,1,1,1,27,6,1,4,1,9999,1
2304,25,4,6,0,14,2,1,27,6,1,1,4,9999,3
5196,26,9,6,0,1,1,1,27,6,1,1,99,9999,2
1452,15,3,7,0,22,2,1,27,6,1,4,1,9999,4
1562,19,3,4,0,10,2,1,27,6,1,4,99,9999,4
1563,19,3,4,0,10,2,1,27,6,1,4,99,9999,4
1760,1,4,3,0,14,2,1,27,6,1,4,99,9999,4
2987,8,6,1,0,11,2,1,27,6,1,4,1,9999,2
1769,2,4,4,1,9,2,1,27,6,1,4,3,2007,2
5978,21,11,6,3,1,1,1,27,6,1,4,1,9999,1
3171,17,6,3,5,2,2,1,27,6,1,3,3,2000,3
6433,16,12,3,5,1,1,1,27,6,1,5,99,9999,3
6440,16,12,3,5,1,1,1,27,6,1,5,99,9999,3
6456,16,12,3,5,1,1,1,27,6,1,5,99,9999,3
6459,16,12,3,5,1,1,1,27,6,1,5,99,9999,3
2240,21,4,2,5,2,2,1,27,6,1,7,99,9999,3
2248,21,4,2,5,2,2,1,27,6,1,7,99,9999,3
2252,21,4,2,5,2,2,1,27,6,1,7,99,9999,3
2253,21,4,2,5,2,2,1,27,6,1,7,99,9999,3
5209,26,9,6,6,13,2,1,27,6,1,3,4,9999,4
2172,19,4,7,6,1,1,1,27,6,1,5,2,2006,1
2177,19,4,7,6,1,1,1,27,6,1,5,2,2006,1
1975,11,4,6,6,22,2,1,27,6,1,7,1,9999,3
1984,11,4,6,6,22,2,1,27,6,1,7,1,9999,3
1987,11,4,6,6,22,2,1,27,6,1,7,1,9999,3
3904,3,8,1,7,1,1,1,27,6,1,1,4,2007,1
4261,3,8,1,7,1,1,1,27,6,1,1,4,2007,1
4397,3,8,1,7,1,1,1,27,6,1,1,4,2007,1
3721,23,7,4,7,10,1,1,27,6,1,4,1,2005,1
5135,23,9,3,7,1,1,1,27,6,1,4,1,9999,1
6259,8,12,2,7,1,1,1,27,6,1,4,5,9999,1
2943,5,6,5,7,16,2,1,27,6,1,9,3,9999,1
5718,28,10,3,8,1,1,1,27,6,1,4,3,1998,1
1829,6,4,1,8,16,2,1,27,6,1,5,99,9999,4
3744,25,7,6,9,5,2,1,27,6,1,1,11,2004,1
5877,8,11,7,9,14,2,1,27,6,1,3,2,9999,4
5531,17,10,6,9,19,2,1,27,6,1,3,4,1991,3
4764,24,8,1,9,6,2,1,27,6,1,3,99,9999,3
913,16,2,1,9,14,2,1,27,6,1,3,7,1994,2
2361,28,4,2,9,1,1,1,27,6,1,4,99,9999,1
1288,6,3,5,10,22,2,1,27,6,1,3,9,1999,1
3928,4,8,2,10,8,1,1,27,6,1,4,1,9999,1
4285,4,8,2,10,8,1,1,27,6,1,4,1,9999,1
4421,4,8,2,10,8,1,1,27,6,1,4,1,9999,1
2298,25,4,6,10,1,1,1,27,6,1,4,5,2008,1
6426,16,12,3,10,1,1,1,27,6,1,4,5,9999,1
2844,28,5,4,10,17,2,1,27,6,1,4,9,9999,1
279,14,1,3,10,4,2,1,27,6,1,7,2,1989,1
6270,8,12,2,11,14,2,1,27,6,1,3,3,9999,3
4074,12,8,3,11,16,2,1,27,6,1,3,5,9999,3
4075,12,8,3,11,16,2,1,27,6,1,3,5,9999,3
4567,12,8,3,11,16,2,1,27,6,1,3,5,9999,3
4568,12,8,3,11,16,2,1,27,6,1,3,5,9999,3
4143,17,8,1,11,22,2,1,27,6,1,4,3,9999,2
4636,17,8,1,11,22,2,1,27,6,1,4,3,9999,2
668,4,2,3,11,18,2,1,27,6,1,4,99,9999,2
3825,30,7,4,11,1,1,1,27,6,1,4,1,1982,1
5535,17,10,6,11,1,1,1,27,6,1,4,3,9999,1
6284,9,12,3,11,16,2,1,27,6,1,5,2,9999,2
2751,22,5,5,11,16,2,1,27,6,1,9,3,9999,4
1305,7,3,6,12,2,2,1,27,6,1,3,11,1983,1
6010,22,11,7,12,2,2,1,27,6,1,4,1,2009,1
1291,7,3,6,12,1,1,1,27,6,1,4,99,2007,1
552,31,1,6,12,5,2,1,27,6,1,5,2,9999,1
1265,4,3,3,12,1,1,1,27,6,1,5,3,1992,1
5674,23,10,5,12,7,2,1,27,6,1,9,1,9999,1
1176,1,3,7,13,1,2,1,27,6,1,1,4,9999,1
1182,1,3,7,13,1,2,1,27,6,1,1,4,9999,1
5134,23,9,3,13,1,1,1,27,6,1,4,1,2007,2
5112,20,9,7,13,12,2,1,27,6,1,4,99,9999,2
5033,15,9,2,14,6,2,1,27,6,1,2,8,1985,2
4979,11,9,5,14,3,2,1,27,6,1,3,1,9999,1
1430,14,3,6,14,20,2,1,27,6,1,4,99,9999,1
6473,17,12,4,14,1,2,1,27,6,1,7,2,9999,1
926,18,2,3,14,20,2,1,27,6,1,10,1,2007,3
5608,19,10,1,15,19,2,1,27,6,1,3,1,9999,1
3324,27,6,6,15,1,1,1,27,6,1,3,3,9999,1
5695,25,10,7,16,2,2,1,27,6,1,2,13,2004,1
3276,22,6,1,16,16,2,1,27,6,1,3,11,1984,3
6639,24,12,4,16,17,2,1,27,6,1,4,99,9999,2
4072,12,8,3,17,9,2,1,27,6,1,1,1,9999,1
4565,12,8,3,17,9,2,1,27,6,1,1,1,9999,1
1538,17,3,2,17,10,2,1,27,6,1,3,5,9999,3
1797,4,4,6,17,1,1,1,27,6,1,3,3,1986,1
866,14,2,6,17,1,1,1,27,6,1,3,5,2009,1
852,13,2,5,17,20,2,1,27,6,1,3,6,9999,1
2956,6,6,6,17,1,1,1,27,6,1,4,3,2008,4
4919,6,9,7,17,18,2,1,27,6,1,9,2,2001,2
874,14,2,6,18,11,2,1,27,6,1,1,2,1993,1
5825,4,11,3,18,4,2,1,27,6,1,2,2,9999,1
6432,16,12,3,18,16,2,1,27,6,1,3,5,9999,1
4134,16,8,7,18,17,2,1,27,6,1,5,2,9999,1
4627,16,8,7,18,17,2,1,27,6,1,5,2,9999,1
384,21,1,3,19,1,1,1,27,6,1,1,7,9999,1
508,28,1,3,19,2,2,1,27,6,1,3,9,2007,2
509,28,1,3,19,2,2,1,27,6,1,3,9,2007,2
2544,8,5,5,19,1,1,1,27,6,1,3,2,1990,1
4094,13,8,4,19,17,2,1,27,6,1,5,99,9999,1
4587,13,8,4,19,17,2,1,27,6,1,5,99,9999,1
2992,8,6,1,20,9,2,1,27,6,1,2,99,9999,2
747,7,2,6,20,19,1,1,27,6,1,2,99,9999,1
3187,18,6,4,20,2,2,1,27,6,1,3,3,2003,1
4719,23,8,7,20,1,1,1,27,6,1,4,3,9999,1
3480,8,7,3,20,9,2,1,27,6,1,5,1,1994,3
4757,24,8,1,21,6,2,1,27,6,1,1,5,1995,1
3944,5,8,3,21,9,2,1,27,6,1,3,4,1990,2
4301,5,8,3,21,9,2,1,27,6,1,3,4,1990,2
4437,5,8,3,21,9,2,1,27,6,1,3,4,1990,2
1185,1,3,7,22,5,2,1,27,6,1,1,9,2001,1
315,16,1,5,22,18,2,1,27,6,1,1,99,9999,1
3610,15,7,3,22,5,1,1,27,6,1,1,99,9999,1
751,7,2,6,22,1,1,1,27,6,1,3,6,1998,1
2588,11,5,1,22,5,2,1,27,6,1,4,4,9999,1
837,12,2,4,22,5,2,1,27,6,1,9,99,9999,1
3560,12,7,7,23,9,1,1,27,6,1,1,4,9999,1
3733,24,7,5,23,6,1,1,27,6,1,4,1,9999,1
1031,21,2,6,23,1,1,1,27,6,1,4,99,2007,1
6540,19,12,6,0,11,2,2,27,6,1,4,99,9999,1
5864,8,11,7,1,1,1,2,27,6,1,2,5,9999,2
6151,29,11,7,1,9,2,2,27,6,1,3,2,9999,4
1930,10,4,5,3,6,2,2,27,6,1,1,5,9999,2
2024,11,4,6,5,1,2,2,27,6,1,9,9,1999,1
6130,29,11,7,6,1,1,2,27,6,1,1,9,9999,2
2913,3,6,3,7,1,1,2,27,6,1,7,99,9999,1
746,7,2,6,8,3,1,2,27,6,1,3,1,2005,1
5151,24,9,4,9,3,2,2,27,6,1,7,99,9999,1
4027,8,8,6,9,10,2,2,27,6,1,9,4,2006,1
4520,8,8,6,9,10,2,2,27,6,1,9,4,2006,1
3344,28,6,7,10,1,1,2,27,6,1,1,15,1993,2
4129,16,8,7,10,14,2,2,27,6,1,3,5,1990,3
4622,16,8,7,10,14,2,2,27,6,1,3,5,1990,3
4078,12,8,3,11,16,2,2,27,6,1,3,5,9999,3
4571,12,8,3,11,16,2,2,27,6,1,3,5,9999,3
5933,17,11,2,11,19,2,2,27,6,1,4,99,9999,1
736,7,2,6,11,14,2,2,27,6,1,9,99,9999,2
5781,1,11,7,13,5,2,2,27,6,1,3,5,1986,1
706,5,2,4,13,1,2,2,27,6,1,7,7,9999,1
5702,26,10,1,13,1,1,2,27,6,1,10,1,9999,3
4980,11,9,5,14,3,2,2,27,6,1,3,1,9999,1
2099,13,4,1,14,11,2,2,27,6,1,3,6,9999,1
4857,2,9,3,14,1,1,2,27,6,1,4,99,9999,1
6060,25,11,3,15,5,2,2,27,6,1,4,1,2005,1
5313,1,10,4,15,15,2,2,27,6,1,9,6,2004,3
2271,23,4,4,15,9,2,2,27,6,1,9,6,2008,1
5057,16,9,3,16,14,2,2,27,6,1,3,2,9999,3
3882,2,8,7,17,11,2,2,27,6,1,1,11,9999,1
4239,2,8,7,17,11,2,2,27,6,1,1,11,9999,1
4375,2,8,7,17,11,2,2,27,6,1,1,11,9999,1
2345,26,4,7,17,16,2,2,27,6,1,3,1,9999,1
6677,27,12,7,17,20,2,2,27,6,1,4,3,2008,1
6013,23,11,1,17,11,1,2,27,6,1,10,7,9999,3
4195,20,8,4,18,12,2,2,27,6,1,1,2,9999,1
4689,20,8,4,18,12,2,2,27,6,1,1,2,9999,1
2693,18,5,1,18,10,2,2,27,6,1,3,6,1980,3
5586,18,10,7,18,13,2,2,27,6,1,7,6,1995,3
5648,22,10,4,18,5,2,2,27,6,1,7,8,9999,3
429,24,1,6,18,5,1,2,27,6,1,8,8,1972,1
5243,28,9,1,19,4,2,2,27,6,1,3,1,9999,1
6398,15,12,2,19,8,2,2,27,6,1,7,3,9999,3
100,5,1,1,20,17,2,2,27,6,1,3,9,1991,1
121,7,1,3,20,1,1,2,27,6,1,4,99,9999,1
3573,13,7,1,21,19,2,2,27,6,1,4,99,9999,4
3905,3,8,1,22,9,1,2,27,6,1,4,2,1998,1
4262,3,8,1,22,9,1,2,27,6,1,4,2,1998,1
4398,3,8,1,22,9,1,2,27,6,1,4,2,1998,1
375,19,1,7,23,4,1,2,27,6,1,4,4,2006,1
3602,14,7,2,0,10,2,1,28,6,1,3,5,1992,2
590,1,2,7,0,18,2,1,28,6,1,3,3,2006,1
2402,1,5,5,0,2,2,1,28,6,1,3,5,9999,1
5510,15,10,4,0,4,2,1,28,6,1,4,99,2006,4
2658,17,5,7,0,16,2,1,28,6,1,4,1,9999,2
5536,17,10,6,1,1,1,1,28,6,1,1,3,9999,1
871,14,2,6,1,1,2,1,28,6,1,1,4,9999,1
6684,27,12,7,1,3,2,1,28,6,1,3,5,9999,2
2481,5,5,2,1,1,2,1,28,6,1,4,2,2008,2
2145,18,4,6,2,1,1,1,28,6,1,1,13,9999,1
511,28,1,3,2,1,1,1,28,6,1,4,99,9999,1
1682,27,3,5,2,1,1,1,28,6,1,10,2,2008,1
1719,29,3,7,3,1,1,1,28,6,1,1,99,9999,1
3063,11,6,4,3,13,2,1,28,6,1,7,99,9999,2
2162,18,4,6,4,1,2,1,28,6,1,2,5,2008,2
2642,17,5,7,4,1,1,1,28,6,1,4,5,9999,2
6310,12,12,6,5,1,1,1,28,6,1,1,3,9999,2
2111,13,4,1,5,14,2,1,28,6,1,2,99,2009,3
6343,14,12,1,5,9,2,1,28,6,1,2,99,2001,2
188,11,1,7,5,17,2,1,28,6,1,3,9,9999,3
6205,4,12,5,5,15,2,1,28,6,1,3,5,9999,1
6460,16,12,3,5,1,1,1,28,6,1,5,99,9999,3
5805,3,11,2,5,2,2,1,28,6,1,7,2,1985,1
4054,10,8,1,6,5,2,1,28,6,1,1,9,1997,1
4547,10,8,1,6,5,2,1,28,6,1,1,9,1997,1
205,12,1,1,6,2,2,1,28,6,1,3,99,9999,1
2165,19,4,7,6,1,1,1,28,6,1,5,2,2006,1
2171,19,4,7,6,1,1,1,28,6,1,5,2,2006,1
2173,19,4,7,6,1,1,1,28,6,1,5,2,2006,1
3665,18,7,6,7,18,2,1,28,6,1,1,6,9999,1
1641,24,3,2,7,12,2,1,28,6,1,4,2,9999,1
5714,28,10,3,7,1,1,1,28,6,1,4,4,9999,1
3402,3,7,5,7,21,1,1,28,6,1,4,99,9999,1
4171,19,8,3,7,6,2,1,28,6,1,4,99,9999,1
4664,19,8,3,7,6,2,1,28,6,1,4,99,9999,1
1855,7,4,2,7,1,1,1,28,6,1,5,2,2006,1
2902,3,6,3,7,1,1,1,28,6,1,7,99,9999,1
2225,20,4,1,8,5,2,1,28,6,1,2,9,1994,3
3804,28,7,2,8,12,2,1,28,6,1,3,2,9999,1
1135,27,2,5,8,22,2,1,28,6,1,4,1,9999,1
1826,6,4,1,8,16,2,1,28,6,1,5,99,9999,4
3607,15,7,3,8,5,2,1,28,6,1,5,99,9999,4
3608,15,7,3,8,5,2,1,28,6,1,5,99,9999,4
3609,15,7,3,8,5,2,1,28,6,1,5,99,9999,4
6371,15,12,2,8,7,2,1,28,6,1,9,2,9999,1
3836,30,7,4,8,14,2,1,28,6,1,9,99,2008,1
5886,8,11,7,9,14,2,1,28,6,1,3,2,9999,4
5960,19,11,4,9,1,1,1,28,6,1,3,5,9999,3
542,31,1,6,9,7,2,1,28,6,1,3,9,1985,3
4762,24,8,1,9,6,2,1,28,6,1,3,99,9999,3
5938,17,11,2,9,2,2,1,28,6,1,3,2,9999,1
4832,30,8,7,9,4,2,1,28,6,1,4,99,9999,1
5158,24,9,4,9,3,2,1,28,6,1,7,99,9999,1
1316,7,3,6,10,2,2,1,28,6,1,1,2,9999,1
1558,19,3,4,10,1,1,1,28,6,1,4,5,2007,1
6258,7,12,1,10,4,2,1,28,6,1,4,99,9999,1
277,14,1,3,10,4,2,1,28,6,1,7,2,1989,1
286,14,1,3,10,4,2,1,28,6,1,7,2,1989,1
986,21,2,6,10,10,1,1,28,6,1,10,1,2005,3
6061,25,11,3,11,9,2,1,28,6,1,5,2,1999,1
3618,16,7,4,12,12,2,1,28,6,1,3,16,1997,4
3622,16,7,4,12,12,2,1,28,6,1,3,16,1997,4
3646,17,7,5,12,12,2,1,28,6,1,3,16,1997,4
3649,17,7,5,12,12,2,1,28,6,1,3,16,1997,4
5366,6,10,2,12,20,1,1,28,6,1,4,4,2009,4
2138,16,4,4,12,14,2,1,28,6,1,5,2,9999,3
3290,23,6,2,12,7,2,1,28,6,1,5,2,2002,1
3298,23,6,2,12,7,2,1,28,6,1,5,2,2002,1
4865,2,9,3,12,5,2,1,28,6,1,6,2,2005,1
858,13,2,5,12,17,2,1,28,6,1,14,99,9999,1
5752,30,10,5,13,7,2,1,28,6,1,1,6,9999,2
3316,24,6,4,13,1,1,1,28,6,1,4,1,9999,1
3363,30,6,2,13,5,2,1,28,6,1,4,9,9999,1
2899,3,6,3,13,1,1,1,28,6,1,4,99,9999,1
940,18,2,3,13,18,2,1,28,6,1,9,99,9999,1
3178,18,6,4,13,1,2,1,28,6,1,11,2,9999,2
2608,13,5,3,13,5,2,1,28,6,1,12,1,9999,4
5034,15,9,2,14,6,2,1,28,6,1,2,8,1985,2
1571,20,3,5,14,10,1,1,28,6,1,4,4,9999,1
452,25,1,7,14,13,2,1,28,6,1,5,2,9999,3
6467,17,12,4,14,1,2,1,28,6,1,7,2,9999,1
3566,12,7,7,14,14,2,1,28,6,1,9,2,9999,2
1086,23,2,1,14,15,2,1,28,6,1,9,6,9999,2
4885,3,9,4,15,1,2,1,28,6,1,1,2,9999,2
4989,12,9,6,15,19,2,1,28,6,1,1,2,2001,1
349,18,1,7,15,20,2,1,28,6,1,3,1,9999,3
762,8,2,7,15,10,2,1,28,6,1,3,99,9999,3
6425,16,12,3,15,1,1,1,28,6,1,3,2,1992,1
1790,3,4,5,15,5,2,1,28,6,1,4,99,9999,2
6564,21,12,1,15,5,2,1,28,6,1,4,99,9999,1
3842,31,7,5,15,1,1,1,28,6,1,5,2,9999,1
2424,2,5,6,15,8,1,1,28,6,1,14,1,9999,1
5053,16,9,3,16,14,2,1,28,6,1,3,2,9999,3
5226,28,9,1,16,1,1,1,28,6,1,3,4,2006,2
3114,14,6,7,16,13,2,1,28,6,1,4,3,9999,1
2375,30,4,4,16,5,2,1,28,6,1,4,5,9999,1
6494,17,12,4,16,1,1,1,28,6,1,4,99,9999,1
3635,16,7,4,16,14,2,1,28,6,1,5,6,9999,3
2845,28,5,4,17,10,2,1,28,6,1,1,1,9999,1
851,13,2,5,17,20,2,1,28,6,1,2,4,9999,1
2467,3,5,7,17,1,2,1,28,6,1,3,2,9999,2
1794,3,4,5,17,10,2,1,28,6,1,3,6,1990,2
2343,26,4,7,17,16,2,1,28,6,1,3,1,9999,1
298,15,1,4,17,2,2,1,28,6,1,4,1,9999,1
3775,27,7,1,17,13,2,1,28,6,1,4,3,9999,1
3103,14,6,7,17,5,2,1,28,6,1,9,2,2007,3
3104,14,6,7,17,5,2,1,28,6,1,9,2,2007,3
5708,26,10,1,17,1,1,1,28,6,1,12,1,9999,1
5823,4,11,3,18,4,2,1,28,6,1,2,2,9999,1
5824,4,11,3,18,4,2,1,28,6,1,2,2,9999,1
5123,21,9,1,18,18,2,1,28,6,1,3,99,9999,3
2465,3,5,7,18,4,2,1,28,6,1,4,1,9999,2
3738,25,7,6,18,1,1,1,28,6,1,4,2,9999,2
2275,23,4,4,18,6,2,1,28,6,1,4,99,9999,1
1377,11,3,3,18,2,2,1,28,6,1,9,3,2008,1
5775,1,11,7,18,19,2,1,28,6,1,99,99,9999,1
4121,16,8,7,19,5,1,1,28,6,1,1,3,9999,2
4614,16,8,7,19,5,1,1,28,6,1,1,3,9999,2
2201,19,4,7,19,6,2,1,28,6,1,2,6,9999,1
344,18,1,7,19,22,2,1,28,6,1,3,3,1993,1
6384,15,12,2,19,8,2,1,28,6,1,7,3,9999,3
6405,15,12,2,19,8,2,1,28,6,1,7,3,9999,3
6421,15,12,2,19,8,2,1,28,6,1,7,3,9999,3
6716,28,12,1,19,14,2,1,28,6,1,9,3,9999,1
1691,27,3,5,20,4,2,1,28,6,1,1,1,9999,1
1692,27,3,5,20,4,2,1,28,6,1,1,1,9999,1
2028,11,4,6,20,19,2,1,28,6,1,1,4,9999,1
1157,27,2,5,20,16,2,1,28,6,1,2,6,9999,1
1705,28,3,6,20,1,1,1,28,6,1,3,5,2007,1
5768,31,10,6,20,1,2,1,28,6,1,3,99,9999,1
4100,14,8,5,20,4,2,1,28,6,1,4,2,9999,4
4593,14,8,5,20,4,2,1,28,6,1,4,2,9999,4
860,13,2,5,20,4,2,1,28,6,1,4,99,2008,2
104,6,1,3,20,1,2,1,28,6,1,4,1,9999,1
3661,18,7,6,21,6,2,1,28,6,1,3,6,9999,3
5389,7,10,3,21,20,2,1,28,6,1,3,2,9999,2
1496,16,3,1,21,19,2,1,28,6,1,3,3,9999,1
1884,8,4,3,21,16,2,1,28,6,1,3,99,9999,1
1885,8,4,3,21,16,2,1,28,6,1,3,99,9999,1
3097,14,6,7,21,2,2,1,28,6,1,3,99,9999,1
3417,4,7,6,21,1,1,1,28,6,1,4,99,2007,2
6504,18,12,5,21,1,1,1,28,6,1,4,1,9999,1
2029,11,4,6,21,5,2,1,28,6,1,6,2,9999,1
2142,17,4,5,22,20,2,1,28,6,1,1,6,1998,1
2509,6,5,3,22,20,2,1,28,6,1,3,1,9999,4
750,7,2,6,22,1,1,1,28,6,1,3,6,1998,1
2589,11,5,1,22,5,2,1,28,6,1,4,4,9999,1
3983,7,8,5,22,6,2,1,28,6,1,9,1,9999,1
4476,7,8,5,22,6,2,1,28,6,1,9,1,9999,1
4090,13,8,4,23,10,2,1,28,6,1,2,11,9999,1
4583,13,8,4,23,10,2,1,28,6,1,2,11,9999,1
5230,28,9,1,23,6,2,1,28,6,1,3,99,2006,4
1128,27,2,5,23,1,1,1,28,6,1,4,1,2006,1
5304,1,10,4,0,18,2,2,28,6,1,7,2,1999,1
739,7,2,6,0,7,2,2,28,6,1,9,4,9999,2
5863,8,11,7,1,1,1,2,28,6,1,2,5,9999,2
6189,2,12,3,6,10,2,2,28,6,1,12,1,1996,1
108,6,1,2,7,6,2,2,28,6,1,3,1,1990,4
6093,26,11,4,7,14,2,2,28,6,1,12,99,1981,3
1836,6,4,1,8,16,2,2,28,6,1,5,99,9999,4
810,11,2,3,10,8,2,2,28,6,1,1,9,2002,1
438,24,1,6,10,12,2,2,28,6,1,9,2,9999,3
1385,12,3,4,10,1,1,2,28,6,1,10,1,2008,1
1239,3,3,2,10,1,1,2,28,6,1,12,1,9999,1
1872,7,4,2,12,18,2,2,28,6,1,1,3,1995,1
3669,18,7,6,12,9,2,2,28,6,1,3,3,1986,1
3284,23,6,2,12,7,2,2,28,6,1,5,2,2002,1
3257,21,6,7,13,19,2,2,28,6,1,1,2,9999,1
699,5,2,4,13,1,2,2,28,6,1,7,7,9999,1
4012,7,8,5,15,17,2,2,28,6,1,2,6,9999,1
4505,7,8,5,15,17,2,2,28,6,1,2,6,9999,1
5371,6,10,2,15,10,2,2,28,6,1,7,2,9999,4
6533,19,12,6,15,21,1,2,28,6,1,14,1,2007,1
3629,16,7,4,16,14,2,2,28,6,1,5,6,9999,3
6736,28,12,1,16,1,2,2,28,6,1,7,7,9999,3
5445,12,10,1,16,10,2,2,28,6,1,12,7,1988,3
4162,18,8,2,17,16,2,2,28,6,1,1,2,2009,3
4655,18,8,2,17,16,2,2,28,6,1,1,2,2009,3
3499,9,7,4,17,1,2,2,28,6,1,2,10,1997,1
972,20,2,5,17,16,1,2,28,6,1,9,1,9999,1
1486,15,3,7,17,1,1,2,28,6,1,12,9,9999,2
1488,15,3,7,17,1,1,2,28,6,1,12,9,9999,2
1490,15,3,7,17,1,1,2,28,6,1,12,9,9999,2
2695,18,5,1,18,10,2,2,28,6,1,3,6,1980,3
5350,4,10,7,18,6,2,2,28,6,1,3,1,1987,1
6414,15,12,2,19,8,2,2,28,6,1,7,3,9999,3
3899,2,8,7,20,19,2,2,28,6,1,3,99,9999,1
4256,2,8,7,20,19,2,2,28,6,1,3,99,9999,1
4392,2,8,7,20,19,2,2,28,6,1,3,99,9999,1
5713,27,10,2,20,10,1,2,28,6,1,4,7,2008,1
168,10,1,6,21,1,1,2,28,6,1,1,1,9999,1
3189,18,6,4,21,17,2,2,28,6,1,1,99,9999,1
4043,9,8,7,21,9,2,2,28,6,1,3,2,1985,1
4536,9,8,7,21,9,2,2,28,6,1,3,2,1985,1
6509,19,12,6,23,1,1,2,28,6,1,4,5,9999,1
2546,9,5,6,999,1,2,1,29,6,1,9,4,2007,2
518,29,1,4,0,22,1,1,29,6,1,2,10,1997,2
1935,10,4,5,0,12,2,1,29,6,1,3,1,9999,4
1263,3,3,2,0,17,1,1,29,6,1,3,2,9999,1
6089,26,11,4,0,16,2,1,29,6,1,4,3,9999,2
2981,7,6,7,0,1,1,1,29,6,1,4,1,9999,1
3455,5,7,7,0,18,2,1,29,6,1,4,1,9999,1
5890,8,11,1,0,1,2,1,29,6,1,4,3,2008,1
1720,29,3,7,0,1,1,1,29,6,1,11,2,9999,2
5538,17,10,6,1,1,1,1,29,6,1,1,3,9999,1
3735,25,7,6,1,1,1,1,29,6,1,3,5,2008,1
2535,8,5,5,1,21,2,1,29,6,1,4,5,2004,2
2207,19,4,7,2,16,1,1,29,6,1,1,2,2005,2
1197,1,3,7,3,7,2,1,29,6,1,5,7,9999,4
3053,11,6,4,3,13,2,1,29,6,1,7,99,9999,2
6439,16,12,3,5,1,1,1,29,6,1,5,99,9999,3
635,4,2,3,5,6,2,1,29,6,1,7,6,1991,2
146,10,1,6,5,1,1,1,29,6,1,10,2,2005,1
2184,19,4,7,6,1,1,1,29,6,1,5,2,2006,1
2187,19,4,7,6,1,1,1,29,6,1,5,2,2006,1
1882,8,4,3,7,9,2,1,29,6,1,3,3,1992,3
5412,10,10,6,7,2,2,1,29,6,1,5,1,9999,1
2903,3,6,3,7,1,1,1,29,6,1,7,99,9999,1
2906,3,6,3,7,1,1,1,29,6,1,7,99,9999,1
1701,28,3,6,8,4,2,1,29,6,1,1,99,9999,2
443,25,1,7,8,9,1,1,29,6,1,1,99,9999,1
850,13,2,5,8,1,2,1,29,6,1,3,2,9999,1
785,10,2,2,8,1,1,1,29,6,1,11,2,2007,1
2819,25,5,1,9,2,2,1,29,6,1,99,99,9999,1
1642,24,3,2,9,8,2,1,29,6,1,3,2,2006,3
2127,16,4,4,9,1,1,1,29,6,1,3,2,9999,3
2129,16,4,4,9,1,1,1,29,6,1,3,2,9999,3
5959,19,11,4,9,1,1,1,29,6,1,3,5,9999,3
935,18,2,3,9,8,2,1,29,6,1,3,7,1991,1
2074,12,4,7,9,18,2,1,29,6,1,3,99,9999,1
2094,12,4,7,9,18,2,1,29,6,1,3,99,9999,1
522,30,1,5,9,17,2,1,29,6,1,4,5,9999,4
3052,11,6,4,9,1,1,1,29,6,1,4,3,9999,1
6571,21,12,1,9,10,2,1,29,6,1,4,5,9999,1
5177,24,9,4,9,3,2,1,29,6,1,7,99,9999,1
5956,18,11,3,9,14,2,1,29,6,1,7,99,1996,1
5071,18,9,5,9,10,2,1,29,6,1,10,1,9999,1
4131,16,8,7,10,14,2,1,29,6,1,3,5,1990,3
4624,16,8,7,10,14,2,1,29,6,1,3,5,1990,3
5430,11,10,7,10,21,2,1,29,6,1,4,99,9999,4
3036,11,6,4,10,9,2,1,29,6,1,5,2,2008,1
2050,11,4,6,10,16,2,1,29,6,1,11,2,9999,2
5100,19,9,6,11,17,2,1,29,6,1,1,5,9999,1
5415,10,10,6,11,17,2,1,29,6,1,4,99,9999,4
5597,18,10,7,11,2,2,1,29,6,1,4,3,2008,1
4165,18,8,2,11,10,1,1,29,6,1,4,99,2006,1
4658,18,8,2,11,10,1,1,29,6,1,4,99,2006,1
3813,29,7,3,11,5,2,1,29,6,1,5,2,9999,3
1107,24,2,2,11,18,2,1,29,6,1,7,2,9999,1
3670,19,7,7,12,1,2,1,29,6,1,1,11,2007,1
3619,16,7,4,12,12,2,1,29,6,1,3,16,1997,4
3647,17,7,5,12,12,2,1,29,6,1,3,16,1997,4
2666,17,5,7,12,16,2,1,29,6,1,3,99,1980,4
2669,17,5,7,12,16,2,1,29,6,1,3,99,1980,4
3172,17,6,3,12,3,2,1,29,6,1,3,4,9999,3
1372,11,3,3,13,1,1,1,29,6,1,1,4,9999,1
5704,26,10,1,13,1,1,1,29,6,1,4,1,2004,1
5703,26,10,1,13,1,1,1,29,6,1,10,1,9999,3
4060,11,8,2,14,13,2,1,29,6,1,4,2,2009,1
4553,11,8,2,14,13,2,1,29,6,1,4,2,2009,1
6172,1,12,2,14,10,2,1,29,6,1,99,99,9999,1
3876,2,8,7,15,10,2,1,29,6,1,3,1,9999,3
3879,2,8,7,15,10,2,1,29,6,1,3,1,9999,3
4233,2,8,7,15,10,2,1,29,6,1,3,1,9999,3
4236,2,8,7,15,10,2,1,29,6,1,3,1,9999,3
4369,2,8,7,15,10,2,1,29,6,1,3,1,9999,3
4372,2,8,7,15,10,2,1,29,6,1,3,1,9999,3
1059,22,2,7,15,9,1,1,29,6,1,4,1,9999,1
4909,5,9,6,15,5,2,1,29,6,1,4,5,9999,1
5909,13,11,5,15,1,2,1,29,6,1,4,99,2008,1
