num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_les,edad_les,g_edad,edad_m1,tipo_vehi,color_vehi,modelo_vehi,causa_acc
2708,18,5,1,20,9,1,2,9,2,2,10,1,9999,1
3572,13,7,1,21,19,2,2,9,2,2,4,99,9999,4
1730,30,3,1,0,1,1,1,10,3,2,1,11,1996,1
6108,26,11,4,7,14,2,1,10,3,2,12,99,1981,3
6111,26,11,4,7,14,2,1,10,3,2,12,99,1981,3
4827,30,8,7,8,5,2,1,10,3,2,1,14,1987,4
1155,27,2,5,8,9,2,1,10,3,2,3,1,9999,3
1943,10,4,5,8,7,2,1,10,3,2,3,2,9999,3
237,13,1,2,8,21,2,1,10,3,2,9,99,9999,3
1656,25,3,3,9,12,2,1,10,3,2,3,3,9999,4
4748,24,8,1,9,21,2,1,10,3,2,3,4,1997,3
5147,24,9,4,9,3,2,1,10,3,2,7,99,9999,1
6267,8,12,2,11,14,2,1,10,3,2,3,3,9999,3
5009,13,9,7,11,10,2,1,10,3,2,3,5,1983,3
6155,29,11,7,12,5,2,1,10,3,2,1,5,9999,1
2665,17,5,7,12,16,2,1,10,3,2,3,99,1980,4
1573,20,3,5,12,12,1,1,10,3,2,3,99,9999,2
3039,11,6,4,12,18,2,1,10,3,2,7,99,9999,4
3334,27,6,6,14,4,2,1,10,3,2,5,9,9999,4
6488,17,12,4,14,14,2,1,10,3,2,5,2,9999,3
3454,5,7,7,16,9,2,1,10,3,2,1,2,1991,1
16,1,1,4,16,5,2,1,10,3,2,3,2,2008,2
3867,1,8,6,16,1,2,1,10,3,2,3,1,1986,1
4224,1,8,6,16,1,2,1,10,3,2,3,1,1986,1
4360,1,8,6,16,1,2,1,10,3,2,3,1,1986,1
2384,1,5,5,16,5,1,1,10,3,2,4,5,2006,1
2325,26,4,7,17,14,2,1,10,3,2,3,5,1987,4
50,1,1,4,17,9,2,1,10,3,2,3,1,9999,1
1494,15,3,7,17,1,1,1,10,3,2,12,9,9999,2
799,10,2,2,18,7,2,1,10,3,2,3,1,9999,2
2398,1,5,5,18,16,2,1,10,3,2,5,2,9999,4
2370,29,4,3,19,2,2,1,10,3,2,1,2,9999,1
1400,12,3,4,19,1,1,1,10,3,2,1,4,9999,1
3896,2,8,7,20,19,2,1,10,3,2,3,99,9999,1
3898,2,8,7,20,19,2,1,10,3,2,3,99,9999,1
4253,2,8,7,20,19,2,1,10,3,2,3,99,9999,1
4255,2,8,7,20,19,2,1,10,3,2,3,99,9999,1
4389,2,8,7,20,19,2,1,10,3,2,3,99,9999,1
4391,2,8,7,20,19,2,1,10,3,2,3,99,9999,1
459,25,1,7,22,1,1,1,10,3,2,10,2,9999,2
3439,5,7,7,0,1,1,2,10,3,2,9,11,2008,1
6352,14,12,1,2,10,2,2,10,3,2,3,10,9999,3
3065,11,6,4,3,13,2,2,10,3,2,7,99,9999,2
3199,19,6,5,5,4,2,2,10,3,2,7,3,9999,3
1994,11,4,6,6,22,2,2,10,3,2,7,1,9999,3
110,6,1,2,7,6,2,2,10,3,2,3,1,1990,4
932,18,2,3,7,9,2,2,10,3,2,3,6,1992,3
1153,27,2,5,8,9,2,2,10,3,2,3,1,9999,3
6337,13,12,7,9,12,2,2,10,3,2,3,5,9999,99
6338,13,12,7,9,12,2,2,10,3,2,3,5,9999,99
3399,3,7,5,9,1,2,2,10,3,2,3,5,9999,4
2045,11,4,6,13,8,2,2,10,3,2,3,1,9999,3
5782,1,11,7,13,5,2,2,10,3,2,3,5,1986,1
3132,15,6,1,14,12,2,2,10,3,2,3,1,9999,1
4983,11,9,5,14,3,2,2,10,3,2,3,1,9999,1
6483,17,12,4,14,1,2,2,10,3,2,7,2,9999,1
4889,4,9,5,15,11,2,2,10,3,2,1,4,1993,1
992,21,2,6,15,18,2,2,10,3,2,3,99,9999,1
5548,17,10,6,16,9,2,2,10,3,2,3,1,1997,3
6740,28,12,1,16,1,2,2,10,3,2,7,7,9999,3
2963,6,6,6,18,14,2,2,10,3,2,3,1,1987,1
2882,31,5,7,19,5,2,2,10,3,2,3,3,9999,3
2289,24,4,5,19,5,2,2,10,3,2,3,4,1991,3
5322,2,10,5,19,1,2,2,10,3,2,7,6,1995,3
5524,16,10,5,20,1,1,2,10,3,2,12,1,9999,4
3100,14,6,7,21,2,2,2,10,3,2,3,99,9999,1
1773,2,4,4,21,17,2,2,10,3,2,9,99,9999,2
5865,8,11,7,0,21,2,1,11,3,2,3,1,9999,2
5691,25,10,7,4,2,2,1,11,3,2,3,1,9999,2
2316,26,4,7,6,12,2,1,11,3,2,3,3,1991,4
1883,8,4,3,7,9,2,1,11,3,2,3,3,1992,3
4780,26,8,3,7,5,2,1,11,3,2,3,99,1996,1
6102,26,11,4,7,14,2,1,11,3,2,12,99,1981,3
1325,8,3,7,8,22,1,1,11,3,2,7,9,9999,4
4158,17,8,1,8,4,2,1,11,3,2,9,4,1997,1
4651,17,8,1,8,4,2,1,11,3,2,9,4,1997,1
2075,12,4,7,9,18,2,1,11,3,2,3,99,9999,1
2073,12,4,7,11,1,1,1,11,3,2,1,11,9999,1
5008,13,9,7,11,10,2,1,11,3,2,3,5,1983,3
363,18,1,7,12,3,2,1,11,3,2,3,2,1986,3
6681,27,12,7,12,10,1,1,11,3,2,4,1,9999,1
2085,12,4,7,13,5,2,1,11,3,2,1,2,1985,1
3217,19,6,5,13,12,2,1,11,3,2,3,5,1994,4
3218,19,6,5,13,12,2,1,11,3,2,3,5,1994,4
2046,11,4,6,13,8,2,1,11,3,2,3,1,9999,3
2047,11,4,6,13,8,2,1,11,3,2,3,1,9999,3
4114,15,8,6,14,1,2,1,11,3,2,2,1,9999,3
4607,15,8,6,14,1,2,1,11,3,2,2,1,9999,3
457,25,1,7,14,15,2,1,11,3,2,3,4,1991,2
181,11,1,7,14,13,2,1,11,3,2,3,3,1998,1
6486,17,12,4,14,14,2,1,11,3,2,5,2,9999,3
2054,11,4,6,15,14,2,1,11,3,2,3,10,9999,3
761,8,2,7,15,10,2,1,11,3,2,3,99,9999,3
3595,14,7,2,15,1,1,1,11,3,2,9,4,9999,1
3017,11,6,4,17,20,2,1,11,3,2,3,99,9999,3
2558,9,5,6,17,14,2,1,11,3,2,5,6,9999,3
3211,19,6,5,17,12,2,1,11,3,2,9,4,9999,2
1190,1,3,7,18,9,1,1,11,3,2,2,2,1997,2
2832,27,5,3,18,14,2,1,11,3,2,3,99,9999,3
5352,4,10,7,18,6,2,1,11,3,2,3,1,1987,1
3818,29,7,3,18,12,2,1,11,3,2,4,1,9999,1
1647,25,3,3,18,5,2,1,11,3,2,4,8,9999,1
6417,15,12,2,19,8,2,1,11,3,2,7,3,9999,3
5392,7,10,3,21,20,2,1,11,3,2,3,2,9999,2
5394,7,10,3,21,20,2,1,11,3,2,3,2,9999,2
2446,3,5,7,22,10,1,1,11,3,2,5,99,9999,1
1256,3,3,2,22,17,2,1,11,3,2,7,2,9999,3
6152,29,11,7,1,9,2,2,11,3,2,3,2,9999,4
223,13,1,2,2,8,2,2,11,3,2,5,2,9999,3
1871,7,4,2,7,18,2,2,11,3,2,1,6,9999,1
1947,10,4,5,8,7,2,2,11,3,2,3,2,9999,3
6767,31,12,4,8,20,2,2,11,3,2,3,99,9999,3
1329,8,3,7,8,22,1,2,11,3,2,7,9,9999,4
251,13,1,2,8,21,2,2,11,3,2,9,99,9999,3
219,13,1,2,8,21,2,2,11,3,2,12,7,9999,3
1421,13,3,5,11,14,2,2,11,3,2,7,6,9999,3
358,18,1,7,12,3,2,2,11,3,2,3,2,1986,3
369,18,1,7,12,3,2,2,11,3,2,3,2,1986,3
575,1,2,7,12,6,2,2,11,3,2,3,99,9999,3
4893,4,9,5,13,17,2,2,11,3,2,2,5,9999,2
4896,4,9,5,13,17,2,2,11,3,2,2,5,9999,2
6482,17,12,4,14,1,2,2,11,3,2,7,2,9999,1
6665,26,12,6,15,17,2,2,11,3,2,1,99,9999,2
5600,18,10,7,15,20,2,2,11,3,2,3,1,9999,4
4859,2,9,3,16,1,1,2,11,3,2,1,4,1995,1
798,10,2,2,18,7,2,2,11,3,2,3,1,9999,2
1161,27,2,5,19,14,2,2,11,3,2,3,2,9999,1
6392,15,12,2,19,8,2,2,11,3,2,7,3,9999,3
6401,15,12,2,19,8,2,2,11,3,2,7,3,9999,3
721,6,2,5,20,16,2,2,11,3,2,3,99,1984,1
5286,30,9,3,20,16,2,2,11,3,2,9,2,2006,1
718,6,2,5,20,7,2,2,11,3,2,9,4,1986,1
5901,12,11,4,21,19,2,2,11,3,2,7,6,1988,1
4797,27,8,4,0,1,1,1,12,3,2,3,99,9999,1
2564,10,5,7,0,12,1,1,12,3,2,4,3,9999,1
1464,15,3,7,0,1,1,1,12,3,2,12,7,1990,2
1465,15,3,7,0,1,1,1,12,3,2,12,7,1990,2
6263,8,12,2,6,15,2,1,12,3,2,4,2,2004,1
1965,11,4,6,6,22,2,1,12,3,2,7,1,9999,3
1966,11,4,6,6,22,2,1,12,3,2,7,1,9999,3
482,26,1,1,7,8,2,1,12,3,2,3,6,9999,1
4826,30,8,7,8,5,2,1,12,3,2,1,14,1987,4
6766,31,12,4,8,20,2,1,12,3,2,3,99,9999,3
4151,17,8,1,8,4,2,1,12,3,2,9,4,1997,1
4644,17,8,1,8,4,2,1,12,3,2,9,4,1997,1
3740,25,7,6,10,1,2,1,12,3,2,2,6,1994,1
4714,22,8,6,10,15,2,1,12,3,2,3,2,1985,4
331,17,1,6,10,6,2,1,12,3,2,3,10,1983,1
6175,1,12,2,10,18,2,1,12,3,2,4,5,9999,1
984,21,2,6,10,10,1,1,12,3,2,10,1,2005,3
176,11,1,7,10,11,2,1,12,3,2,99,99,9999,2
1296,7,3,6,12,12,2,1,12,3,2,3,99,9999,3
4891,4,9,5,13,17,2,1,12,3,2,2,5,9999,2
6241,6,12,7,13,13,2,1,12,3,2,3,4,1992,3
5036,15,9,2,14,10,1,1,12,3,2,99,1,2009,1
2949,5,6,5,15,17,2,1,12,3,2,3,6,2007,3
1569,19,3,4,15,17,2,1,12,3,2,4,5,9999,1
3549,11,7,6,15,9,2,1,12,3,2,4,99,9999,1
670,4,2,3,16,18,2,1,12,3,2,1,99,9999,2
3453,5,7,7,16,9,2,1,12,3,2,1,2,1991,1
5056,16,9,3,16,14,2,1,12,3,2,3,2,9999,3
19,1,1,4,16,5,2,1,12,3,2,3,2,2008,2
2786,24,5,7,16,12,2,1,12,3,2,9,2,2000,1
5463,12,10,1,16,10,2,1,12,3,2,12,7,1988,3
2348,26,4,7,17,16,2,1,12,3,2,3,1,9999,1
6074,25,11,3,17,7,2,1,12,3,2,3,2,9999,1
2040,11,4,6,17,8,2,1,12,3,2,3,8,1973,1
2538,8,5,5,18,9,2,1,12,3,2,3,10,9999,3
912,16,2,1,18,6,2,1,12,3,2,3,2,1994,1
3816,29,7,3,18,12,2,1,12,3,2,4,1,9999,1
70,2,1,5,19,4,2,1,12,3,2,3,99,9999,1
6406,15,12,2,19,8,2,1,12,3,2,7,3,9999,3
6422,15,12,2,19,8,2,1,12,3,2,7,3,9999,3
2064,11,4,6,21,1,1,1,12,3,2,1,2,9999,1
4999,12,9,6,21,8,2,1,12,3,2,2,4,9999,4
3895,2,8,7,21,1,1,1,12,3,2,14,1,2006,3
4252,2,8,7,21,1,1,1,12,3,2,14,1,2006,3
4388,2,8,7,21,1,1,1,12,3,2,14,1,2006,3
2771,23,5,6,22,18,2,1,12,3,2,3,1,9999,3
6658,26,12,6,22,5,2,1,12,3,2,3,5,9999,1
3440,5,7,7,0,1,1,2,12,3,2,9,11,2008,1
1617,23,3,1,6,1,1,2,12,3,2,1,11,2000,1
1995,11,4,6,6,22,2,2,12,3,2,7,1,9999,3
1997,11,4,6,6,22,2,2,12,3,2,7,1,9999,3
113,6,1,2,7,6,2,2,12,3,2,3,1,1990,4
2908,3,6,3,7,1,1,2,12,3,2,7,99,9999,1
392,21,1,3,8,10,1,2,12,3,2,9,2,2006,1
4743,24,8,1,9,21,2,2,12,3,2,3,4,1997,3
4744,24,8,1,9,21,2,2,12,3,2,3,4,1997,3
3739,25,7,6,10,1,2,2,12,3,2,2,6,1994,1
4696,20,8,4,10,1,1,2,12,3,2,9,4,9999,1
4097,14,8,5,11,13,1,2,12,3,2,4,9,9999,1
4590,14,8,5,11,13,1,2,12,3,2,4,9,9999,1
2667,17,5,7,12,16,2,2,12,3,2,3,99,1980,4
2668,17,5,7,12,16,2,2,12,3,2,3,99,1980,4
359,18,1,7,12,3,2,2,12,3,2,3,2,1986,3
3710,22,7,3,13,9,2,2,12,3,2,1,3,1997,1
4735,23,8,7,13,4,2,2,12,3,2,3,6,1978,3
1041,22,2,7,13,16,2,2,12,3,2,5,7,1992,3
1061,22,2,7,14,9,1,2,12,3,2,3,5,9999,2
6471,17,12,4,14,1,2,2,12,3,2,7,2,9999,1
5546,17,10,6,16,9,2,2,12,3,2,3,1,1997,3
1611,22,3,7,16,12,2,2,12,3,2,3,9,1987,3
6739,28,12,1,16,1,2,2,12,3,2,7,7,9999,3
2283,23,4,4,17,14,2,2,12,3,2,3,99,9999,2
2039,11,4,6,17,8,2,2,12,3,2,3,8,1973,1
1222,2,3,1,17,9,1,2,12,3,2,4,5,2005,2
885,14,2,6,18,19,2,2,12,3,2,3,5,1991,1
5337,3,10,6,20,1,1,2,12,3,2,2,4,9999,1
2707,18,5,1,20,9,1,2,12,3,2,10,1,9999,1
152,10,1,6,22,11,2,2,12,3,2,1,3,9999,2
154,10,1,6,22,11,2,2,12,3,2,1,3,9999,2
1235,2,3,1,0,2,2,1,13,3,2,1,2,9999,2
1941,10,4,5,0,12,2,1,13,3,2,3,1,9999,4
959,19,2,4,0,14,2,1,13,3,2,3,5,1987,3
960,19,2,4,0,14,2,1,13,3,2,3,5,1987,3
2563,10,5,7,0,12,1,1,13,3,2,4,3,9999,1
3696,21,7,2,3,5,2,1,13,3,2,2,4,9999,4
5692,25,10,7,4,2,2,1,13,3,2,3,1,9999,2
6497,18,12,5,4,1,2,1,13,3,2,3,1,9999,2
1844,6,4,1,6,7,2,1,13,3,2,3,10,9999,3
3358,30,6,2,7,1,1,1,13,3,2,1,2,1992,1
3530,10,7,5,8,14,2,1,13,3,2,3,6,1975,3
3531,10,7,5,8,14,2,1,13,3,2,3,6,1975,3
5883,8,11,7,9,14,2,1,13,3,2,3,2,9999,4
4746,24,8,1,9,21,2,1,13,3,2,3,4,1997,3
4747,24,8,1,9,21,2,1,13,3,2,3,4,1997,3
2888,31,5,7,9,17,2,1,13,3,2,4,3,2004,1
329,17,1,6,10,6,2,1,13,3,2,3,10,1983,1
6174,1,12,2,10,18,2,1,13,3,2,4,5,9999,1
5852,6,11,5,11,14,2,1,13,3,2,3,2,9999,3
5103,19,9,6,11,17,2,1,13,3,2,3,2,1984,1
3176,17,6,3,12,3,2,1,13,3,2,3,4,9999,3
3216,19,6,5,13,12,2,1,13,3,2,3,5,1994,4
6487,17,12,4,14,14,2,1,13,3,2,5,2,9999,3
6492,17,12,4,14,14,2,1,13,3,2,5,2,9999,3
6524,19,12,6,14,1,2,1,13,3,2,7,2,1983,4
6525,19,12,6,14,1,2,1,13,3,2,7,2,1983,4
1865,7,4,2,15,10,2,1,13,3,2,1,1,9999,2
894,15,2,7,15,11,2,1,13,3,2,1,8,1993,1
2055,11,4,6,15,14,2,1,13,3,2,3,10,9999,3
1392,12,3,4,15,12,2,1,13,3,2,3,9,1990,1
39,1,1,4,16,11,2,1,13,3,2,3,1,1986,3
3687,20,7,1,16,14,2,1,13,3,2,3,4,1995,3
2795,24,5,7,16,12,2,1,13,3,2,9,2,2000,1
1539,17,3,2,17,10,2,1,13,3,2,3,5,9999,3
1201,1,3,7,17,3,2,1,13,3,2,3,1,1984,1
2344,26,4,7,17,16,2,1,13,3,2,3,1,9999,1
4056,10,8,1,18,7,2,1,13,3,2,9,4,9999,1
4549,10,8,1,18,7,2,1,13,3,2,9,4,9999,1
5205,26,9,6,19,19,2,1,13,3,2,1,2,1999,1
1399,12,3,4,19,1,1,1,13,3,2,1,4,9999,1
6776,31,12,4,19,11,2,1,13,3,2,1,7,9999,1
4946,8,9,2,19,9,2,1,13,3,2,2,6,1997,1
3311,24,6,4,19,5,2,1,13,3,2,3,4,9999,1
1241,3,3,2,19,1,1,1,13,3,2,4,3,9999,1
6353,14,12,1,19,4,2,1,13,3,2,4,99,9999,1
882,14,2,6,19,17,2,1,13,3,2,10,5,9999,1
6220,5,12,6,20,3,2,1,13,3,2,3,4,1994,1
503,28,1,3,20,1,1,1,13,3,2,12,1,1990,2
2447,3,5,7,22,10,1,1,13,3,2,5,99,9999,1
3236,20,6,6,22,4,2,1,13,3,2,7,2,9999,1
4904,5,9,6,0,15,2,2,13,3,2,4,3,2007,1
175,11,1,7,2,10,2,2,13,3,2,1,4,9999,3
3261,21,6,7,3,10,2,2,13,3,2,1,9,1995,3
2307,26,4,7,6,1,2,2,13,3,2,2,5,9999,3
1845,6,4,1,6,7,2,2,13,3,2,3,10,9999,3
1998,11,4,6,6,22,2,2,13,3,2,7,1,9999,3
1870,7,4,2,7,18,2,2,13,3,2,1,6,9999,1
1022,21,2,6,7,1,2,2,13,3,2,7,99,9999,1
6098,26,11,4,7,14,2,2,13,3,2,12,99,1981,3
6106,26,11,4,7,14,2,2,13,3,2,12,99,1981,3
2459,3,5,7,8,13,1,2,13,3,2,3,4,1994,1
2476,4,5,1,8,4,2,2,13,3,2,4,1,9999,1
4159,17,8,1,8,4,2,2,13,3,2,9,4,1997,1
4652,17,8,1,8,4,2,2,13,3,2,9,4,1997,1
1715,28,3,6,10,17,2,2,13,3,2,3,99,9999,1
2042,11,4,6,13,8,2,2,13,3,2,3,1,9999,3
5780,1,11,7,13,5,2,2,13,3,2,3,5,1986,1
1036,22,2,7,13,16,2,2,13,3,2,5,7,1992,3
4115,15,8,6,14,1,2,2,13,3,2,2,1,9999,3
4608,15,8,6,14,1,2,2,13,3,2,2,1,9999,3
892,15,2,7,15,11,2,2,13,3,2,1,8,1993,1
2498,5,5,2,16,1,2,2,13,3,2,9,99,9999,1
5753,30,10,5,17,1,1,2,13,3,2,3,3,9999,1
4140,16,8,7,18,17,2,2,13,3,2,2,99,9999,1
4633,16,8,7,18,17,2,2,13,3,2,2,99,9999,1
178,11,1,7,18,12,2,2,13,3,2,14,1,2007,3
3556,12,7,7,19,10,1,2,13,3,2,1,6,1994,2
1242,3,3,2,19,1,1,2,13,3,2,4,3,9999,1
3098,14,6,7,21,2,2,2,13,3,2,3,99,9999,1
5867,8,11,7,0,21,2,1,14,3,2,3,1,9999,2
5868,8,11,7,0,21,2,1,14,3,2,3,1,9999,2
6689,28,12,1,0,20,2,1,14,3,2,3,99,9999,1
3433,4,7,6,0,15,1,1,14,3,2,4,3,9999,1
6618,23,12,3,0,1,2,1,14,3,2,4,3,9999,1
4041,9,8,7,1,6,2,1,14,3,2,99,99,9999,2
4534,9,8,7,1,6,2,1,14,3,2,99,99,9999,2
224,13,1,2,2,8,2,1,14,3,2,5,2,9999,3
1901,9,4,4,4,12,2,1,14,3,2,2,6,1996,4
190,11,1,7,5,17,2,1,14,3,2,3,9,9999,3
1133,27,2,5,6,1,1,1,14,3,2,4,5,9999,1
1597,21,3,6,6,10,2,1,14,3,2,5,2,9999,1
1962,11,4,6,6,22,2,1,14,3,2,7,1,9999,3
1964,11,4,6,6,22,2,1,14,3,2,7,1,9999,3
2629,15,5,5,7,9,2,1,14,3,2,3,4,9999,1
140,9,1,5,7,7,2,1,14,3,2,7,9,1989,1
6103,26,11,4,7,14,2,1,14,3,2,12,99,1981,3
1946,10,4,5,8,7,2,1,14,3,2,3,2,9999,3
3533,10,7,5,8,14,2,1,14,3,2,3,6,1975,3
3799,28,7,2,8,12,2,1,14,3,2,3,2,9999,1
1657,25,3,3,9,12,2,1,14,3,2,3,3,9999,4
4750,24,8,1,9,21,2,1,14,3,2,3,4,1997,3
4712,22,8,6,10,15,2,1,14,3,2,3,2,1985,4
4716,22,8,6,10,15,2,1,14,3,2,3,2,1985,4
857,13,2,5,10,17,2,1,14,3,2,4,99,9999,1
5102,19,9,6,11,17,2,1,14,3,2,3,2,1984,1
977,20,2,5,11,14,2,1,14,3,2,4,99,2009,1
1417,13,3,5,11,14,2,1,14,3,2,7,6,9999,3
362,18,1,7,12,3,2,1,14,3,2,3,2,1986,3
580,1,2,7,12,6,2,1,14,3,2,3,99,9999,3
1793,3,4,5,14,10,2,1,14,3,2,3,2,1990,3
1507,17,3,2,14,1,2,1,14,3,2,3,6,9999,2
5220,27,9,7,14,17,2,1,14,3,2,4,99,9999,4
684,5,2,4,14,15,1,1,14,3,2,4,5,2007,1
1244,3,3,2,14,9,2,1,14,3,2,4,99,2007,1
2852,29,5,5,14,21,2,1,14,3,2,9,2,2009,1
2654,17,5,7,14,6,2,1,14,3,2,9,3,2008,1
5727,29,10,4,15,6,2,1,14,3,2,4,1,9999,1
6077,25,11,3,17,7,2,1,14,3,2,3,2,9999,1
6081,25,11,3,17,7,2,1,14,3,2,3,2,9999,1
1195,1,3,7,17,17,2,1,14,3,2,4,99,9999,4
2996,8,6,1,17,17,2,1,14,3,2,4,99,9999,1
2396,1,5,5,18,16,2,1,14,3,2,5,2,9999,4
5233,28,9,1,20,9,1,1,14,3,2,3,6,1999,2
4063,12,8,3,20,20,2,1,14,3,2,4,99,2007,1
4556,12,8,3,20,20,2,1,14,3,2,4,99,2007,1
755,8,2,7,21,22,2,1,14,3,2,3,2,1992,3
5393,7,10,3,21,20,2,1,14,3,2,3,2,9999,2
5860,7,11,6,22,16,2,1,14,3,2,1,6,1991,2
5971,20,11,5,22,6,2,1,14,3,2,3,1,9999,3
2778,24,5,6,22,1,1,1,14,3,2,3,7,9999,3
406,22,1,4,22,20,2,1,14,3,2,4,1,9999,1
4002,7,8,5,22,10,2,1,14,3,2,5,99,9999,1
4495,7,8,5,22,10,2,1,14,3,2,5,99,9999,1
5669,23,10,5,23,17,1,1,14,3,2,4,9,9999,1
2989,8,6,1,23,9,2,1,14,3,2,9,3,9999,3
3434,4,7,6,0,15,1,2,14,3,2,4,3,9999,1
741,7,2,6,0,7,2,2,14,3,2,9,4,9999,2
1811,5,4,7,3,1,1,2,14,3,2,1,2,9999,2
3068,11,6,4,3,13,2,2,14,3,2,7,99,9999,2
2643,17,5,7,4,1,1,2,14,3,2,4,5,9999,2
6507,18,12,5,5,2,2,2,14,3,2,3,2,1999,2
673,4,2,3,6,4,2,2,14,3,2,7,1,1969,3
391,21,1,3,8,10,1,2,14,3,2,9,2,2006,1
4150,17,8,1,8,4,2,2,14,3,2,9,4,1997,1
4152,17,8,1,8,4,2,2,14,3,2,9,4,1997,1
4153,17,8,1,8,4,2,2,14,3,2,9,4,1997,1
4155,17,8,1,8,4,2,2,14,3,2,9,4,1997,1
4156,17,8,1,8,4,2,2,14,3,2,9,4,1997,1
4643,17,8,1,8,4,2,2,14,3,2,9,4,1997,1
4645,17,8,1,8,4,2,2,14,3,2,9,4,1997,1
4646,17,8,1,8,4,2,2,14,3,2,9,4,1997,1
4648,17,8,1,8,4,2,2,14,3,2,9,4,1997,1
4649,17,8,1,8,4,2,2,14,3,2,9,4,1997,1
4745,24,8,1,9,21,2,2,14,3,2,3,4,1997,3
3304,24,6,3,9,7,2,2,14,3,2,7,99,9999,1
5795,2,11,1,11,8,2,2,14,3,2,3,99,9999,2
1303,7,3,6,11,2,2,2,14,3,2,3,4,9999,1
4975,11,9,5,11,18,1,2,14,3,2,4,4,9999,1
574,1,2,7,12,6,2,2,14,3,2,3,99,9999,3
2858,30,5,6,13,1,2,2,14,3,2,1,6,2001,1
5779,1,11,7,13,5,2,2,14,3,2,3,5,1986,1
4928,7,9,1,13,16,2,2,14,3,2,9,99,9999,3
4899,5,9,6,13,1,2,2,14,3,2,9,3,9999,2
3794,28,7,2,14,19,2,2,14,3,2,4,1,9999,4
2080,12,4,7,14,1,1,2,14,3,2,4,5,9999,1
1088,23,2,1,14,15,2,2,14,3,2,9,6,9999,2
1866,7,4,2,15,10,2,2,14,3,2,1,1,9999,2
893,15,2,7,15,11,2,2,14,3,2,1,8,1993,1
3452,5,7,7,16,9,2,2,14,3,2,1,2,1991,1
5946,17,11,2,16,3,2,2,14,3,2,2,6,9999,1
6737,28,12,1,16,1,2,2,14,3,2,7,7,9999,3
1862,7,4,2,17,6,2,2,14,3,2,2,99,9999,2
1863,7,4,2,17,6,2,2,14,3,2,2,99,9999,2
1522,17,3,2,17,10,2,2,14,3,2,3,5,9999,3
4783,26,8,3,17,6,2,2,14,3,2,9,2,9999,1
2758,23,5,6,17,12,2,2,14,3,2,9,99,9999,1
1492,15,3,7,17,1,1,2,14,3,2,12,9,9999,2
4138,16,8,7,18,17,2,2,14,3,2,2,99,9999,1
4631,16,8,7,18,17,2,2,14,3,2,2,99,9999,1
796,10,2,2,18,7,2,2,14,3,2,3,1,9999,2
5623,21,10,3,19,19,2,2,14,3,2,4,1,2009,1
6708,28,12,1,19,14,2,2,14,3,2,9,3,9999,1
2406,1,5,5,20,3,2,2,14,3,2,1,6,9999,1
5432,12,10,1,21,7,1,2,14,3,2,5,2,9999,2
2814,25,5,1,21,10,1,2,14,3,2,10,1,2006,3
5773,1,11,7,22,19,2,2,14,3,2,2,5,1989,1
1897,9,4,4,23,8,2,2,14,3,2,9,4,2005,1
2568,10,5,7,0,17,1,1,15,4,2,4,4,2007,1
744,7,2,6,0,7,2,1,15,4,2,9,4,9999,2
2134,16,4,4,4,12,2,1,15,4,2,3,99,9999,4
613,2,2,1,4,2,2,1,15,4,2,9,99,2005,3
1963,11,4,6,6,22,2,1,15,4,2,7,1,9999,3
1367,10,3,2,6,3,2,1,15,4,2,7,2,9999,1
1114,25,2,3,7,21,1,1,15,4,2,4,5,9999,1
1001,21,2,6,7,1,2,1,15,4,2,7,99,9999,1
1754,31,3,2,7,16,2,1,15,4,2,9,2,9999,1
1948,10,4,5,8,7,2,1,15,4,2,3,2,9999,3
1674,26,3,4,8,12,2,1,15,4,2,3,6,9999,2
2854,29,5,5,8,11,1,1,15,4,2,4,99,2008,1
1721,29,3,7,9,16,2,1,15,4,2,3,8,9999,4
1771,2,4,4,9,13,2,1,15,4,2,4,1,2006,1
2490,5,5,2,9,19,2,1,15,4,2,5,2,2008,4
3163,16,6,2,9,14,2,1,15,4,2,7,99,9999,3
3951,6,8,4,9,1,1,1,15,4,2,7,6,1986,1
4308,6,8,4,9,1,1,1,15,4,2,7,6,1986,1
4444,6,8,4,9,1,1,1,15,4,2,7,6,1986,1
5070,18,9,5,9,10,2,1,15,4,2,10,1,9999,1
492,27,1,2,9,1,1,1,15,4,2,12,1,1989,2
271,14,1,3,10,4,2,1,15,4,2,7,2,1989,1
5853,6,11,5,11,14,2,1,15,4,2,3,2,9999,3
4084,12,8,3,11,16,2,1,15,4,2,3,5,9999,3
4577,12,8,3,11,16,2,1,15,4,2,3,5,9999,3
426,24,1,6,11,19,2,1,15,4,2,3,11,2006,3
1194,1,3,7,11,17,2,1,15,4,2,4,99,9999,4
5858,7,11,6,11,11,2,1,15,4,2,4,6,9999,1
360,18,1,7,12,3,2,1,15,4,2,3,2,1986,3
3215,19,6,5,13,12,2,1,15,4,2,3,5,1994,4
3220,19,6,5,13,12,2,1,15,4,2,3,5,1994,4
5778,1,11,7,13,5,2,1,15,4,2,3,5,1986,1
1040,22,2,7,13,16,2,1,15,4,2,5,7,1992,3
1045,22,2,7,13,16,2,1,15,4,2,5,7,1992,3
1792,3,4,5,14,10,2,1,15,4,2,3,2,1990,3
6523,19,12,6,14,1,2,1,15,4,2,7,2,1983,4
404,22,1,4,14,22,2,1,15,4,2,9,99,9999,1
