núm_corre,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
5822,10,31,6,22,4,3,6,602,2,99,1,29,1,4,4,6,2,1,37,2,1992,3,1
5823,10,31,6,22,4,3,6,602,2,99,1,36,1,6,6,8,1,3,34,4,2008,4,1
5824,10,31,6,16,3,2,6,610,2,99,1,999,9,16,12,18,9,3,44,1,9999,6,1
5825,10,31,6,9,2,1,13,1312,2,99,1,37,1,6,6,8,9,3,44,5,9999,6,1
5826,10,31,6,9,2,1,13,1312,2,99,1,58,1,10,10,12,9,3,44,1,9999,6,1
5827,10,31,6,21,4,3,8,803,2,99,1,45,1,8,8,10,2,1,44,9,9999,6,1
5828,10,31,6,21,4,3,8,803,2,99,2,999,9,16,12,18,1,3,44,9,1999,3,1
5829,10,31,6,14,3,2,15,1503,2,99,1,21,1,3,3,5,9,3,44,6,1983,2,1
5830,10,31,6,14,3,2,15,1503,2,99,1,41,1,7,7,9,9,3,44,2,1983,2,1
5831,10,31,6,18,4,3,15,1501,1,99,1,19,1,2,2,4,2,1,21,1,1986,2,1
5832,10,31,6,18,4,3,15,1501,1,99,2,999,9,16,12,18,1,4,42,1,2007,4,1
5833,10,31,6,19,4,3,15,1501,1,99,1,33,1,5,5,7,2,4,42,99,2007,4,1
5834,10,31,6,20,4,3,17,1703,2,99,1,999,9,16,12,18,9,1,46,4,9999,6,1
5835,10,31,6,20,4,3,17,1703,2,99,1,27,1,4,4,6,9,4,24,5,9999,6,1
5836,10,31,6,9,2,1,14,1417,2,99,1,68,1,12,11,14,1,3,99,99,9999,6,3
5837,10,31,6,19,4,3,7,710,2,99,1,21,1,3,3,5,9,3,44,3,9999,6,1
5838,10,31,6,19,4,3,7,710,2,99,1,30,1,5,5,7,9,3,44,5,9999,6,1
5839,10,31,6,18,4,3,3,308,2,99,1,31,1,5,5,7,9,1,32,1,1993,3,1
5840,10,31,6,18,4,3,3,308,2,99,1,30,1,5,5,7,9,4,21,1,2007,4,1
5841,11,1,7,0,1,1,1,101,1,9,1,30,1,5,5,7,2,1,20,2,2014,5,1
5842,11,1,7,0,1,1,1,101,1,9,2,43,1,7,7,9,9,1,42,2,2015,5,1
5843,11,1,7,1,1,1,1,101,1,1,1,36,1,6,6,8,2,1,47,5,1995,3,1
5844,11,1,7,1,1,1,1,101,1,1,1,23,1,3,3,5,2,2,20,14,2002,4,1
5845,11,1,7,7,2,1,1,101,1,1,1,23,1,3,3,5,2,3,37,99,1986,2,1
5846,11,1,7,18,4,3,1,105,2,99,1,49,1,8,8,10,2,1,99,11,9999,6,1
5847,11,1,7,18,4,3,1,105,2,99,1,42,1,7,7,9,2,1,37,2,1992,3,1
5848,11,1,7,6,2,1,1,101,1,10,1,17,2,2,2,4,2,4,2,5,2016,5,1
5849,11,1,7,6,2,1,1,101,1,10,2,40,1,7,7,9,9,2,20,4,2008,4,1
5850,11,1,7,21,4,3,1,101,1,12,1,37,1,6,6,8,1,3,32,4,1994,3,1
5851,11,1,7,21,4,3,1,101,1,12,9,999,9,16,12,18,9,1,37,4,1994,3,1
5852,11,1,7,15,3,2,1,101,1,7,1,30,1,5,5,7,9,4,2,4,2015,5,2
5853,11,1,7,18,4,3,1,116,2,99,1,50,1,9,9,11,1,1,5,2,2005,4,1
5854,11,1,7,18,4,3,1,116,2,99,1,24,1,3,3,5,1,4,2,3,2015,5,1
5855,11,1,7,2,1,1,22,2201,2,99,1,37,1,6,6,8,1,3,37,2,9999,6,1
5856,11,1,7,2,1,1,22,2201,2,99,1,24,1,3,3,5,1,2,44,5,9999,6,1
5857,11,1,7,14,3,2,22,2201,2,99,1,42,1,7,7,9,9,5,32,12,9999,6,1
5858,11,1,7,14,3,2,22,2201,2,99,2,19,1,2,2,4,9,4,59,5,9999,6,1
5859,11,1,7,4,1,1,22,2201,2,99,1,25,1,4,4,6,9,1,21,4,9999,6,2
5860,11,1,7,23,4,3,5,501,2,99,1,50,1,9,9,11,9,4,99,3,9999,6,3
5861,11,1,7,17,3,2,5,502,2,99,1,21,1,3,3,5,2,1,4,2,9999,6,1
5862,11,1,7,17,3,2,5,502,2,99,1,30,1,5,5,7,1,1,32,4,2004,4,1
5863,11,1,7,7,2,1,5,511,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,3
5864,11,1,7,19,4,3,6,611,2,99,1,48,1,8,8,10,2,5,34,2,1992,3,1
5865,11,1,7,19,4,3,6,611,2,99,1,35,1,6,6,8,1,9,11,6,1998,3,1
5866,11,1,7,20,4,3,11,1105,2,99,1,31,1,5,5,7,2,1,30,4,2016,5,1
5867,11,1,7,20,4,3,11,1105,2,99,1,45,1,8,8,10,1,2,32,6,9999,6,1
5868,11,1,7,23,4,3,9,901,2,99,1,34,1,5,5,7,1,3,18,3,2000,4,1
5869,11,1,7,23,4,3,9,901,2,99,1,22,1,3,3,5,1,4,99,2,2014,5,1
5870,11,1,7,0,1,1,12,1201,1,2,1,43,1,7,7,9,1,3,44,6,1982,2,1
5871,11,1,7,0,1,1,12,1201,1,2,1,35,1,6,6,8,1,1,34,7,2002,4,1
5872,11,1,7,16,3,2,13,1301,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,1
5873,11,1,7,16,3,2,13,1301,2,99,1,27,1,4,4,6,1,4,99,99,9999,6,1
5874,11,1,7,17,3,2,16,1601,1,6,1,44,1,7,7,9,1,2,32,4,2004,4,1
5875,11,1,7,17,3,2,16,1601,1,6,1,42,1,7,7,9,1,1,34,3,2002,4,1
5876,11,1,7,23,4,3,18,1801,2,99,1,32,1,5,5,7,2,4,49,1,9999,6,1
5877,11,1,7,23,4,3,18,1801,2,99,1,21,1,3,3,5,2,4,21,3,9999,6,1
5878,11,1,7,19,4,3,7,701,2,99,1,36,1,6,6,8,1,9,44,3,2007,4,1
5879,11,1,7,19,4,3,7,701,2,99,1,24,1,3,3,5,1,4,2,3,2006,4,1
5880,11,1,7,20,4,3,4,401,2,99,1,44,1,7,7,9,1,1,44,4,2006,4,1
5881,11,1,7,20,4,3,4,401,2,99,1,28,1,4,4,6,1,4,14,6,2006,4,1
5882,11,1,7,8,2,1,3,304,2,99,1,43,1,7,7,9,9,2,23,2,9999,6,1
5883,11,1,7,8,2,1,3,304,2,99,1,20,1,3,3,5,2,1,99,99,9999,6,1
5884,11,1,7,11,2,1,3,304,2,99,1,59,1,10,10,12,1,1,99,99,9999,6,1
5885,11,1,7,11,2,1,3,304,2,99,1,25,1,4,4,6,1,4,2,99,9999,6,1
5886,11,2,1,10,2,1,1,101,1,1,1,30,1,5,5,7,1,1,99,6,1993,3,1
5887,11,2,1,10,2,1,1,101,1,1,1,36,1,6,6,8,1,10,20,2,2014,5,1
5888,11,2,1,18,4,3,1,115,1,8,1,31,1,5,5,7,1,1,46,1,2002,4,2
5889,11,2,1,18,4,3,1,115,1,8,9,999,9,16,12,18,1,1,34,9,2006,4,2
5890,11,2,1,0,1,1,1,108,1,4,1,18,1,2,2,4,1,1,21,4,2003,4,1
5891,11,2,1,0,1,1,1,108,1,4,9,999,9,16,12,18,9,1,37,4,1999,3,1
5892,11,2,1,0,1,1,1,108,1,4,9,999,9,16,12,18,9,1,47,5,1998,3,1
5893,11,2,1,22,4,3,1,110,2,99,1,43,1,7,7,9,9,7,99,99,9999,6,1
5894,11,2,1,22,4,3,1,110,2,99,1,42,1,7,7,9,2,7,99,99,9999,6,1
5895,11,2,1,5,1,1,22,2216,2,99,1,40,1,7,7,9,2,1,20,2,9999,6,2
5896,11,2,1,15,3,2,5,501,2,99,1,24,1,3,3,5,9,3,44,2,1989,2,2
5897,11,2,1,9,2,1,6,601,2,99,1,23,1,3,3,5,9,3,44,9,9999,6,1
5898,11,2,1,9,2,1,6,601,2,99,1,26,1,4,4,6,9,4,2,5,2013,5,1
5899,11,2,1,22,4,3,9,901,1,1,1,41,1,7,7,9,2,1,13,2,9999,6,1
5900,11,2,1,22,4,3,9,901,1,1,9,999,9,16,12,18,9,1,44,7,1983,2,1
5901,11,2,1,18,4,3,9,901,2,99,1,41,1,7,7,9,2,1,44,3,9999,6,1
5902,11,2,1,18,4,3,9,901,2,99,9,999,9,16,12,18,9,3,32,2,9999,6,1
5903,11,2,1,1,1,1,17,1709,2,99,1,63,1,11,11,13,9,4,42,5,9999,6,1
5904,11,2,1,1,1,1,17,1709,2,99,1,21,1,3,3,5,2,4,99,99,9999,6,1
5905,11,2,1,12,3,2,4,410,2,99,1,40,1,7,7,9,9,3,99,2,2013,5,1
5906,11,2,1,8,2,1,4,410,2,99,1,41,1,7,7,9,9,4,2,5,2011,5,1
5907,11,3,2,12,3,2,1,101,1,1,1,43,1,7,7,9,1,12,99,3,9999,6,2
5908,11,3,2,12,3,2,1,101,1,1,1,17,2,2,2,4,1,4,2,1,9999,6,1
5909,11,3,2,12,3,2,1,101,1,1,1,26,1,4,4,6,1,1,44,5,9999,6,1
5910,11,3,2,17,3,2,1,108,1,6,1,20,1,3,3,5,9,4,24,5,9999,6,2
5911,11,3,2,17,3,2,20,2009,2,99,1,25,1,4,4,6,1,16,22,6,1986,2,1
5912,11,3,2,17,3,2,20,2009,2,99,1,30,1,5,5,7,1,16,22,6,9999,6,1
5913,11,3,2,14,3,2,19,1901,2,99,1,41,1,7,7,9,9,5,19,3,2015,5,1
5914,11,3,2,14,3,2,19,1901,2,99,1,19,1,2,2,4,9,4,42,4,2015,5,1
5915,11,3,2,18,4,3,5,504,2,99,1,27,1,4,4,6,9,3,5,9,2003,4,1
5916,11,3,2,18,4,3,5,504,2,99,1,999,9,16,12,18,9,3,37,1,1996,3,1
5917,11,3,2,20,4,3,18,1803,2,99,1,38,1,6,6,8,2,1,44,9,1988,2,1
5918,11,3,2,20,4,3,18,1803,2,99,1,27,1,4,4,6,9,4,14,99,2016,5,1
5919,11,3,2,21,4,3,14,1401,2,99,1,43,1,7,7,9,2,3,44,3,9999,6,1
5920,11,3,2,21,4,3,14,1401,2,99,1,20,1,3,3,5,1,14,2,1,9999,6,1
5921,11,3,2,21,4,3,14,1401,2,99,9,999,9,16,12,18,9,2,26,14,2014,5,1
5922,11,4,3,23,4,3,1,101,1,25,1,25,1,4,4,6,9,4,2,5,9999,6,2
5923,11,4,3,4,1,1,1,101,1,13,1,22,1,3,3,5,9,16,34,9,2000,4,1
5924,11,4,3,4,1,1,1,101,1,13,1,999,9,16,12,18,1,2,37,8,9999,6,1
5925,11,4,3,7,2,1,1,116,2,99,1,999,9,16,12,18,1,4,21,1,9999,6,2
5926,11,4,3,8,2,1,22,2204,2,99,1,53,1,9,9,11,1,2,23,5,9999,6,2
5927,11,4,3,1,1,1,19,1905,2,99,1,58,1,10,10,12,1,1,44,4,9999,6,1
5928,11,4,3,1,1,1,19,1905,2,99,9,999,9,16,12,18,1,99,99,99,9999,6,1
5929,11,4,3,16,3,2,19,1901,2,99,1,24,1,3,3,5,9,4,99,99,9999,6,1
5930,11,4,3,16,3,2,19,1901,2,99,9,999,9,16,12,18,1,12,99,99,9999,6,1
5931,11,4,3,8,2,1,9,902,2,99,2,48,1,8,8,10,1,1,30,1,2013,5,1
5932,11,4,3,8,2,1,9,902,2,99,9,999,9,16,12,18,9,3,44,2,9999,6,1
5933,11,4,3,13,3,2,12,1217,2,99,9,999,9,16,12,18,1,3,99,99,9999,6,1
5934,11,4,3,13,3,2,12,1217,2,99,2,26,1,4,4,6,1,4,99,1,2015,5,1
5935,11,4,3,19,4,3,16,1601,2,99,1,45,1,8,8,10,1,5,23,2,2006,4,2
5936,11,4,3,20,4,3,17,1711,2,99,1,17,2,2,2,4,9,4,42,5,9999,6,1
5937,11,4,3,20,4,3,17,1711,2,99,1,999,9,16,12,18,9,4,24,99,9999,6,1
5938,11,5,4,1,1,1,1,101,1,1,1,28,1,4,4,6,2,1,99,1,2005,4,1
5939,11,5,4,1,1,1,1,101,1,1,2,28,1,4,4,6,1,1,32,4,2007,4,1
5940,11,5,4,16,3,2,1,115,1,12,1,27,1,4,4,6,9,4,99,1,9999,6,1
5941,11,5,4,16,3,2,1,115,1,12,1,28,1,4,4,6,9,4,99,1,2009,4,1
5942,11,5,4,0,1,1,1,110,2,99,1,25,1,4,4,6,2,4,42,5,2013,5,1
5943,11,5,4,0,1,1,1,110,2,99,1,36,1,6,6,8,1,4,61,5,2013,5,1
5944,11,5,4,18,4,3,19,1901,2,99,1,35,1,6,6,8,9,1,44,4,9999,6,3
5945,11,5,4,16,3,2,5,501,2,99,1,35,1,6,6,8,2,4,20,1,2011,5,2
5946,11,5,4,16,3,2,5,501,2,99,1,31,1,5,5,7,1,3,44,4,2011,5,2
5947,11,5,4,7,2,1,9,914,2,99,1,24,1,3,3,5,9,1,32,99,9999,6,1
5948,11,5,4,7,2,1,9,914,2,99,9,999,9,16,12,18,9,12,99,99,9999,6,1
5949,11,5,4,0,1,1,13,1316,2,99,9,999,9,16,12,18,9,9,99,99,9999,6,4
5950,11,5,4,3,1,1,3,301,2,99,1,30,1,5,5,7,9,4,21,2,9999,6,3
5951,11,6,5,22,4,3,1,101,1,18,1,43,1,7,7,9,2,4,42,5,9999,6,2
5952,11,6,5,22,4,3,1,101,1,18,1,34,1,5,5,7,1,6,99,2,1996,3,2
5953,11,6,5,0,1,1,1,101,2,10,1,24,1,3,3,5,1,1,21,2,9999,6,1
5954,11,6,5,0,1,1,1,101,2,10,2,21,1,3,3,5,1,1,32,4,2007,4,1
5955,11,6,5,2,1,1,1,101,2,10,1,31,1,5,5,7,1,1,44,11,2008,4,1
5956,11,6,5,2,1,1,1,101,2,10,1,20,1,3,3,5,2,4,42,3,2008,4,1
5957,11,6,5,4,1,1,1,102,1,99,1,40,1,7,7,9,9,4,2,3,9999,6,1
5958,11,6,5,4,1,1,1,102,1,99,9,999,9,16,12,18,9,1,99,99,9999,6,1
5959,11,6,5,0,1,1,1,108,1,2,1,54,1,9,9,11,1,5,15,2,2015,5,1
5960,11,6,5,0,1,1,1,108,1,2,1,999,9,16,12,18,9,4,99,99,9999,6,1
5961,11,6,5,16,3,2,1,108,1,6,1,38,1,6,6,8,1,12,99,1,9999,6,1
5962,11,6,5,16,3,2,1,108,1,6,9,999,9,16,12,18,1,12,99,1,9999,6,1
5963,11,6,5,19,4,3,1,108,1,4,1,26,1,4,4,6,1,4,61,3,9999,6,3
5964,11,6,5,10,2,1,22,2217,2,99,1,28,1,4,4,6,9,1,44,4,9999,6,1
5965,11,6,5,10,2,1,22,2217,2,99,1,35,1,6,6,8,9,1,32,6,1999,3,1
5966,11,6,5,19,4,3,21,2101,1,2,1,29,1,4,4,6,1,3,23,5,2009,4,1
5967,11,6,5,19,4,3,21,2101,1,2,1,29,1,4,4,6,1,14,2,1,2013,5,1
5968,11,6,5,18,4,3,20,2002,2,99,1,21,1,3,3,5,1,1,20,16,9999,6,1
5969,11,6,5,18,4,3,20,2002,2,99,9,999,9,16,12,18,1,5,99,99,9999,6,1
5970,11,6,5,18,4,3,10,1002,2,99,1,45,1,8,8,10,2,4,2,5,9999,6,3
5971,11,6,5,6,2,1,10,1001,1,99,1,999,9,16,12,18,1,3,44,5,9999,6,4
5972,11,6,5,14,3,2,11,1101,1,1,1,27,1,4,4,6,1,14,2,1,9999,6,1
5973,11,6,5,14,3,2,11,1101,1,1,1,18,1,2,2,4,1,4,42,1,9999,6,1
5974,11,6,5,19,4,3,12,1217,2,99,1,999,9,16,12,18,1,4,99,99,9999,6,3
5975,11,6,5,10,2,1,16,1601,2,99,1,52,1,9,9,11,1,3,44,3,1985,2,1
5976,11,6,5,10,2,1,16,1601,2,99,1,40,1,7,7,9,1,3,44,9,1994,3,1
5977,11,6,5,0,1,1,3,303,2,99,1,30,1,5,5,7,1,1,44,1,1989,2,1
5978,11,6,5,0,1,1,3,303,2,99,2,23,1,3,3,5,1,4,24,99,9999,6,1
5979,11,7,6,19,4,3,1,101,1,1,1,25,1,4,4,6,9,1,37,5,2001,4,1
5980,11,7,6,19,4,3,1,101,1,1,1,999,9,16,12,18,9,4,24,10,1997,3,1
5981,11,7,6,11,2,1,1,101,1,10,1,55,1,10,10,12,1,1,20,2,2007,4,1
5982,11,7,6,11,2,1,1,101,1,10,1,32,1,5,5,7,1,4,99,2,2015,5,1
5983,11,7,6,1,1,1,1,101,1,12,1,37,1,6,6,8,1,1,32,11,1995,3,1
5984,11,7,6,1,1,1,1,101,1,12,1,26,1,4,4,6,1,4,24,5,2013,5,1
5985,11,7,6,22,4,3,1,101,1,12,1,30,1,5,5,7,9,2,34,4,9999,6,1
5986,11,7,6,22,4,3,1,101,1,12,9,999,9,16,12,18,9,16,99,99,9999,6,1
5987,11,7,6,22,4,3,1,101,1,11,1,25,1,4,4,6,9,1,47,3,9999,6,2
5988,11,7,6,14,3,2,1,108,1,10,1,30,1,5,5,7,1,10,30,2,2001,4,2
5989,11,7,6,14,3,2,1,108,1,10,9,999,9,16,12,18,9,3,99,99,9999,6,2
5990,11,7,6,22,4,3,5,511,2,99,1,40,1,7,7,9,9,1,44,2,9999,6,1
5991,11,7,6,22,4,3,5,511,2,99,1,999,9,16,12,18,9,6,99,99,9999,6,1
5992,11,7,6,15,3,2,10,1014,2,99,2,22,1,3,3,5,9,4,2,5,9999,6,1
5993,11,7,6,21,4,3,9,917,2,99,1,38,1,6,6,8,9,1,42,4,9999,6,2
5994,11,7,6,13,3,2,16,1613,2,99,1,28,1,4,4,6,1,9,44,4,2009,4,1
5995,11,7,6,13,3,2,16,1613,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,1
5996,11,7,6,14,3,2,16,1601,1,4,1,59,1,10,10,12,9,5,99,2,2011,5,1
5997,11,7,6,14,3,2,16,1601,1,4,1,28,1,4,4,6,9,4,21,5,2006,4,1
5998,11,7,6,18,4,3,15,1501,2,99,1,22,1,3,3,5,9,3,44,99,9999,6,1
5999,11,7,6,18,4,3,15,1501,2,99,1,25,1,4,4,6,9,4,14,99,9999,6,1
6000,11,7,6,19,4,3,2,207,2,99,1,44,1,7,7,9,9,1,44,6,9999,6,1
6001,11,7,6,19,4,3,2,207,2,99,1,59,1,10,10,12,9,3,44,6,9999,6,1
6002,11,7,6,23,4,3,18,1801,1,99,1,33,1,5,5,7,9,1,13,4,9999,6,1
6003,11,7,6,23,4,3,18,1801,1,99,1,36,1,6,6,8,9,1,32,11,9999,6,1
6004,11,7,6,15,3,2,17,1705,2,99,1,999,9,16,12,18,9,3,44,99,9999,6,2
6005,11,7,6,23,4,3,17,1710,2,99,1,20,1,3,3,5,1,1,32,4,9999,6,1
6006,11,7,6,23,4,3,17,1710,2,99,9,999,9,16,12,18,1,6,15,2,9999,6,1
6007,11,7,6,16,3,2,4,416,2,99,1,49,1,8,8,10,1,1,34,11,1983,2,1
6008,11,7,6,16,3,2,4,416,2,99,1,29,1,4,4,6,2,4,42,5,2015,5,1
6009,11,8,7,22,4,3,1,101,1,11,1,23,1,3,3,5,1,1,47,3,9999,6,2
6010,11,8,7,21,4,3,1,115,1,5,1,44,1,7,7,9,1,1,99,3,9999,6,1
6011,11,8,7,21,4,3,1,115,1,5,1,44,1,7,7,9,1,1,99,3,9999,6,1
6012,11,8,7,2,1,1,1,108,2,1,1,50,1,9,9,11,1,1,34,5,1990,3,1
6013,11,8,7,2,1,1,1,108,2,1,1,28,1,4,4,6,1,1,13,4,2002,4,1
6014,11,8,7,4,1,1,1,108,2,1,1,21,1,3,3,5,2,1,32,4,1990,3,1
6015,11,8,7,4,1,1,1,108,2,1,1,21,1,3,3,5,9,1,44,1,2007,4,1
6016,11,8,7,3,1,1,20,2011,2,99,1,19,1,2,2,4,1,4,99,99,9999,6,3
6017,11,8,7,9,2,1,11,1101,2,99,1,30,1,5,5,7,1,4,21,1,2006,4,1
6018,11,8,7,9,2,1,11,1101,2,99,9,999,9,16,12,18,1,3,99,99,9999,6,1
6019,11,8,7,22,4,3,9,917,2,99,9,999,9,16,12,18,9,2,42,4,9999,6,2
6020,11,8,7,21,4,3,15,1501,1,99,1,71,1,13,11,15,1,9,99,99,9999,6,3
6021,11,8,7,22,4,3,2,204,2,99,1,31,1,5,5,7,1,9,44,4,9999,6,1
6022,11,8,7,22,4,3,2,204,2,99,1,33,1,5,5,7,1,1,34,1,9999,6,1
6023,11,8,7,0,1,1,18,1801,2,99,1,25,1,4,4,6,1,2,20,9,2011,5,1
6024,11,8,7,0,1,1,18,1801,2,99,1,21,1,3,3,5,1,4,42,4,9999,6,1
6025,11,8,7,17,3,2,18,1801,2,99,1,25,1,4,4,6,1,14,99,99,9999,6,2
6026,11,8,7,14,3,2,14,1401,2,99,1,38,1,6,6,8,1,12,13,99,9999,6,3
6027,11,8,7,18,4,3,3,301,2,99,1,39,1,6,6,8,1,10,20,2,9999,6,1
6028,11,8,7,18,4,3,3,301,2,99,1,17,2,2,2,4,1,2,34,4,1988,2,1
6029,11,9,1,15,3,2,1,101,1,5,2,28,1,4,4,6,1,4,24,5,9999,6,3
6030,11,9,1,17,3,2,1,101,1,21,1,43,1,7,7,9,9,3,37,2,1984,2,1
6031,11,9,1,17,3,2,1,101,1,21,1,30,1,5,5,7,9,3,37,3,1977,1,1
6032,11,9,1,2,1,1,1,115,1,5,9,999,9,16,12,18,9,99,99,99,9999,6,1
6033,11,9,1,2,1,1,1,115,1,5,1,30,1,5,5,7,9,4,99,99,9999,6,1
6034,11,9,1,17,3,2,9,901,2,99,1,32,1,5,5,7,1,3,99,5,9999,6,2
6035,11,9,1,9,2,1,13,1301,2,99,1,37,1,6,6,8,1,3,44,5,2002,4,2
6036,11,9,1,18,4,3,17,1708,2,99,1,40,1,7,7,9,1,3,44,1,9999,6,1
6037,11,9,1,18,4,3,17,1708,2,99,1,34,1,5,5,7,1,1,32,2,9999,6,1
6038,11,10,2,13,3,2,1,101,1,10,1,30,1,5,5,7,1,1,34,8,1994,3,1
6039,11,10,2,13,3,2,1,101,1,10,1,26,1,4,4,6,9,4,21,4,2005,4,1
6040,11,10,2,21,4,3,1,115,1,12,1,31,1,5,5,7,2,1,41,4,1982,2,1
6041,11,10,2,21,4,3,1,115,1,12,9,999,9,16,12,18,9,12,99,1,9999,6,1
6042,11,10,2,7,2,1,1,115,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,1
6043,11,10,2,9,2,1,1,101,1,19,9,999,9,16,12,18,9,4,99,99,9999,6,1
6044,11,10,2,9,2,1,1,101,1,19,1,25,1,4,4,6,9,4,99,99,9999,6,1
6045,11,10,2,22,4,3,5,502,2,99,9,999,9,16,12,18,9,6,99,99,9999,6,1
6046,11,10,2,22,4,3,5,502,2,99,1,20,1,3,3,5,9,4,99,99,9999,6,1
6047,11,10,2,22,4,3,5,502,2,99,1,20,1,3,3,5,9,4,99,99,9999,6,1
6048,11,10,2,2,1,1,13,1301,1,9,1,31,1,5,5,7,9,2,30,3,2007,4,2
6049,11,10,2,13,3,2,8,805,1,2,1,24,1,3,3,5,9,14,2,1,2014,5,3
6050,11,10,2,17,3,2,16,1613,2,99,1,24,1,3,3,5,9,3,32,4,2011,5,1
6051,11,10,2,17,3,2,16,1613,2,99,1,27,1,4,4,6,9,2,21,6,2000,4,1
6052,11,10,2,9,2,1,16,1617,2,99,1,33,1,5,5,7,9,12,30,8,2001,4,2
6053,11,10,2,15,3,2,16,1601,1,2,1,40,1,7,7,9,2,2,44,9,1990,3,1
6054,11,10,2,15,3,2,16,1601,1,2,1,40,1,7,7,9,9,1,34,3,2004,4,1
6055,11,10,2,22,4,3,15,1501,1,4,1,21,1,3,3,5,9,4,42,1,9999,6,1
6056,11,10,2,22,4,3,15,1501,1,4,2,55,1,10,10,12,9,4,24,5,9999,6,1
6057,11,10,2,12,3,2,2,204,2,99,1,30,1,5,5,7,9,5,34,3,2007,4,1
6058,11,10,2,12,3,2,2,204,2,99,1,28,1,4,4,6,9,4,42,1,9999,6,1
6059,11,10,2,19,4,3,2,203,2,99,1,38,1,6,6,8,9,6,15,99,1996,3,1
6060,11,10,2,19,4,3,2,203,2,99,1,29,1,4,4,6,9,2,26,9,9999,6,1
6061,11,10,2,20,4,3,2,203,2,99,1,52,1,9,9,11,9,3,40,1,9999,6,4
6062,11,10,2,23,4,3,17,1709,2,99,1,22,1,3,3,5,9,5,99,99,9999,6,3
6063,11,10,2,17,3,2,17,1709,2,99,1,25,1,4,4,6,9,3,99,99,9999,6,3
6064,11,11,3,23,4,3,1,101,1,9,1,42,1,7,7,9,2,1,37,4,2011,5,1
6065,11,11,3,23,4,3,1,101,1,9,1,28,1,4,4,6,1,4,42,99,2012,5,1
6066,11,11,3,1,1,1,1,101,1,2,1,49,1,8,8,10,9,10,44,2,2005,4,1
6067,11,11,3,1,1,1,1,101,1,2,1,30,1,5,5,7,9,4,99,99,9999,6,1
6068,11,11,3,6,2,1,1,102,2,99,1,52,1,9,9,11,1,3,20,4,2012,5,1
6069,11,11,3,6,2,1,1,102,2,99,1,22,1,3,3,5,2,4,42,99,9999,6,1
6070,11,11,3,7,2,1,1,102,1,99,1,22,1,3,3,5,9,4,49,5,9999,6,3
6071,11,11,3,12,3,2,1,101,1,11,1,22,1,3,3,5,9,4,42,3,9999,6,1
6072,11,11,3,12,3,2,1,101,1,11,9,999,9,16,12,18,9,1,44,99,9999,6,1
6073,11,11,3,23,4,3,1,115,2,99,1,22,1,3,3,5,9,4,99,1,9999,6,1
6074,11,11,3,23,4,3,1,115,2,99,9,999,9,16,12,18,9,6,99,6,9999,6,1
6075,11,11,3,19,4,3,1,115,1,99,9,999,9,16,12,18,9,12,99,2,9999,6,1
6076,11,11,3,19,4,3,1,115,1,99,1,23,1,3,3,5,9,4,99,99,9999,6,1
6077,11,11,3,8,2,1,5,501,2,99,1,61,1,11,11,13,9,1,44,11,2004,4,1
6078,11,11,3,8,2,1,5,501,2,99,1,22,1,3,3,5,9,4,14,5,9999,6,1
6079,11,11,3,7,2,1,11,1107,2,99,1,48,1,8,8,10,9,12,99,7,9999,6,1
6080,11,11,3,7,2,1,11,1107,2,99,1,999,9,16,12,18,9,3,99,99,9999,6,1
6081,11,11,3,12,3,2,11,1109,1,99,1,29,1,4,4,6,9,1,44,3,2003,4,1
6082,11,11,3,12,3,2,11,1109,1,99,1,58,1,10,10,12,9,4,2,1,9999,6,1
6083,11,11,3,20,4,3,9,920,2,99,1,33,1,5,5,7,9,9,44,2,9999,6,1
6084,11,11,3,20,4,3,9,920,2,99,1,65,1,12,11,14,9,2,99,2,9999,6,1
6085,11,11,3,16,3,2,15,1502,1,99,1,40,1,7,7,9,9,3,44,2,2013,5,1
6086,11,11,3,16,3,2,15,1502,1,99,1,27,1,4,4,6,9,4,44,5,2010,5,1
6087,11,11,3,8,2,1,2,204,2,99,1,56,1,10,10,12,9,6,22,11,9999,6,1
6088,11,11,3,8,2,1,2,204,2,99,1,27,1,4,4,6,9,3,23,3,2015,5,1
6089,11,11,3,8,2,1,2,204,2,99,1,34,1,5,5,7,9,1,21,3,1996,3,1
6090,11,12,4,11,2,1,1,101,1,1,2,51,1,9,9,11,1,1,20,8,2004,4,1
6091,11,12,4,11,2,1,1,101,1,1,1,50,1,9,9,11,1,4,42,1,2015,5,1
6092,11,12,4,7,2,1,1,101,1,15,2,23,1,3,3,5,9,1,99,2,9999,6,1
6093,11,12,4,7,2,1,1,101,1,15,9,999,9,16,12,18,9,5,33,2,1985,2,1
6094,11,12,4,10,2,1,1,117,1,7,1,29,1,4,4,6,1,2,13,6,2007,4,1
6095,11,12,4,10,2,1,1,117,1,7,1,19,1,2,2,4,1,1,32,2,2012,5,1
