,areag_ocu,causa_acc,color_vehi,depto_ocu,dia_ocu,dia_sem_ocu,edad_fall_les,edad_m1,fall_les,g_edad,hora_ocu,mes_ocu,modelo_vehi,num_hecho,sexo_fall_les,tipo_vehi,year,zona_ocu
4637,2,1,-1,15,7,7,22,9,2,3,13,11,-1,-1,1,4,2010,99
4638,2,3,-1,15,13,6,22,9,1,3,9,11,-1,-1,1,3,2010,99
4639,2,3,-1,15,13,6,22,9,1,3,9,11,-1,-1,1,3,2010,99
4640,2,3,-1,15,13,6,28,9,1,4,9,11,-1,-1,2,3,2010,99
4641,2,4,-1,15,20,3,27,9,2,4,15,1,-1,-1,1,3,2010,99
4642,2,1,-1,15,18,7,35,9,1,6,15,7,-1,-1,1,3,2010,99
4643,2,1,-1,15,16,2,36,9,1,6,21,3,-1,-1,1,3,2010,99
4644,2,3,-1,15,3,7,42,9,2,7,16,1,-1,-1,1,3,2010,99
4645,2,3,-1,15,13,6,31,9,2,5,9,11,-1,-1,1,3,2010,99
4646,2,3,-1,15,13,6,35,9,1,6,9,11,-1,-1,2,3,2010,99
4647,2,3,-1,15,13,6,41,9,1,7,9,11,-1,-1,1,3,2010,99
4648,2,3,-1,15,13,6,44,9,1,7,9,11,-1,-1,1,3,2010,99
4649,2,1,-1,15,18,5,45,9,1,8,16,6,-1,-1,2,2,2010,99
4650,2,4,-1,15,20,3,48,9,1,8,15,1,-1,-1,2,3,2010,99
4651,2,1,-1,15,18,5,60,9,2,10,16,6,-1,-1,2,2,2010,99
4652,2,1,-1,15,16,2,85,9,1,10,21,3,-1,-1,2,3,2010,99
4653,2,2,-1,16,13,6,6,9,1,1,13,11,-1,-1,1,5,2010,99
4654,2,2,-1,16,13,6,22,9,1,3,13,11,-1,-1,2,5,2010,99
4655,2,2,-1,16,13,6,40,9,1,7,13,11,-1,-1,1,5,2010,99
4656,2,1,-1,17,9,4,999,9,1,11,22,12,-1,-1,2,4,2010,99
4657,2,1,-1,17,9,4,9,9,1,1,22,12,-1,-1,2,4,2010,99
4658,2,1,-1,17,13,2,7,9,1,1,21,4,-1,-1,2,6,2010,99
4659,2,1,-1,17,13,2,9,9,1,1,21,4,-1,-1,2,6,2010,99
4660,2,1,-1,17,13,2,10,9,1,1,21,4,-1,-1,2,6,2010,99
4661,2,1,-1,17,21,6,18,9,1,2,23,8,-1,-1,1,3,2010,99
4662,2,1,-1,17,21,6,21,9,2,3,23,8,-1,-1,1,3,2010,99
4663,2,1,-1,17,21,6,22,9,1,3,23,8,-1,-1,1,3,2010,99
4664,2,1,-1,17,21,6,25,9,1,4,23,8,-1,-1,1,3,2010,99
4665,2,1,-1,17,21,6,25,9,1,4,23,8,-1,-1,1,3,2010,99
4666,2,1,-1,17,21,6,26,9,1,4,23,8,-1,-1,1,3,2010,99
4667,2,1,-1,17,21,6,28,9,1,4,23,8,-1,-1,1,3,2010,99
4668,2,1,-1,17,21,6,28,9,1,4,23,8,-1,-1,1,3,2010,99
4669,2,1,-1,17,21,6,28,9,1,4,23,8,-1,-1,1,3,2010,99
4670,2,1,-1,17,20,6,15,9,1,2,19,11,-1,-1,2,4,2010,99
4671,2,1,-1,17,9,4,16,9,1,2,22,12,-1,-1,1,4,2010,99
4672,2,1,-1,17,4,7,28,9,1,4,21,4,-1,-1,1,4,2010,99
4673,2,1,-1,17,13,2,20,9,1,3,21,4,-1,-1,1,6,2010,99
4674,2,4,-1,17,19,3,17,9,1,2,9,5,-1,-1,1,9,2010,99
4675,2,4,-1,17,8,7,18,9,1,2,20,8,-1,-1,2,3,2010,99
4676,2,1,-1,17,21,6,36,9,1,6,23,8,-1,-1,1,3,2010,99
4677,2,1,-1,17,21,6,40,9,1,7,23,8,-1,-1,1,3,2010,99
4678,2,3,-1,17,8,4,35,9,2,6,20,4,-1,-1,1,3,2010,99
4679,2,3,-1,17,15,3,32,9,1,5,14,9,-1,-1,1,4,2010,99
4680,2,4,-1,17,8,7,42,9,1,7,20,8,-1,-1,2,3,2010,99
4681,2,1,-1,17,11,7,50,9,2,9,21,7,-1,-1,1,4,2010,99
4682,2,1,-1,17,13,2,58,9,1,10,21,4,-1,-1,2,6,2010,99
4683,2,1,-1,17,20,5,65,9,1,10,13,8,-1,-1,1,3,2010,99
4684,2,1,-1,17,20,5,68,9,1,10,13,8,-1,-1,1,3,2010,99
4685,2,4,-1,17,8,7,68,9,1,10,20,8,-1,-1,2,3,2010,99
4686,2,3,-1,19,24,3,18,9,1,2,10,3,-1,-1,2,3,2010,1
4687,2,4,-1,19,23,4,16,9,1,2,8,9,-1,-1,1,4,2010,99
4688,2,4,-1,19,23,4,20,9,1,3,8,9,-1,-1,1,4,2010,99
4689,2,1,-1,19,23,4,30,9,1,5,19,9,-1,-1,1,3,2010,99
4690,2,1,-1,19,23,4,34,9,1,5,19,9,-1,-1,1,3,2010,99
4691,2,3,-1,19,24,3,39,9,1,6,10,3,-1,-1,2,3,2010,1
4692,2,3,-1,19,24,3,41,9,1,7,10,3,-1,-1,2,3,2010,1
4693,2,3,-1,19,24,3,48,9,1,8,10,3,-1,-1,1,3,2010,1
4694,2,1,-1,20,29,1,41,9,1,7,19,11,-1,-1,1,3,2010,99
4695,2,1,-1,20,25,4,43,9,2,7,16,3,-1,-1,1,4,2010,99
4696,2,2,-1,22,21,3,63,9,2,10,6,4,-1,-1,1,99,2010,99
4697,2,2,-1,3,10,6,999,9,1,11,19,4,-1,-1,1,1,2010,99
4698,2,2,-1,3,10,6,999,9,1,11,19,4,-1,-1,1,1,2010,99
4699,2,1,-1,3,2,3,13,9,1,1,16,6,-1,-1,2,1,2010,99
4700,2,1,-1,3,2,3,14,9,1,1,16,6,-1,-1,1,1,2010,99
4701,2,1,-1,3,12,5,10,9,2,1,20,3,-1,-1,1,4,2010,99
4702,2,4,-1,3,24,7,22,9,1,3,2,10,-1,-1,1,3,2010,99
4703,2,1,-1,3,12,5,40,9,2,7,20,3,-1,-1,1,4,2010,99
4704,2,1,-1,3,2,3,66,9,1,10,16,6,-1,-1,2,1,2010,99
4705,2,4,-1,4,2,5,4,9,1,1,5,4,-1,-1,2,3,2010,99
4706,2,4,-1,4,2,5,5,9,1,1,5,4,-1,-1,2,3,2010,99
4707,2,4,-1,4,2,5,5,9,1,1,5,4,-1,-1,2,3,2010,99
4708,2,4,-1,4,2,5,10,9,1,1,5,4,-1,-1,1,3,2010,99
4709,2,1,-1,4,16,7,19,9,1,2,14,5,-1,-1,1,1,2010,99
4710,2,1,-1,4,16,7,20,9,1,3,14,5,-1,-1,1,1,2010,99
4711,2,1,-1,4,30,1,23,9,1,3,20,8,-1,-1,1,3,2010,99
4712,2,1,-1,4,30,1,24,9,2,3,20,8,-1,-1,1,3,2010,99
4713,2,1,-1,4,15,4,28,9,2,4,6,7,-1,-1,1,4,2010,99
4714,2,1,-1,4,15,1,28,9,2,4,12,3,-1,-1,1,4,2010,99
4715,2,1,-1,4,8,6,19,9,1,2,23,5,-1,-1,1,5,2010,99
4716,2,1,-1,4,8,6,20,9,2,3,23,5,-1,-1,1,5,2010,99
4717,2,1,-1,4,8,6,22,9,1,3,23,5,-1,-1,1,5,2010,99
4718,2,1,-1,4,8,6,23,9,1,3,23,5,-1,-1,1,5,2010,99
4719,2,1,-1,4,8,6,28,9,2,4,23,5,-1,-1,1,5,2010,99
4720,2,2,-1,4,23,7,22,9,2,3,11,5,-1,-1,1,3,2010,99
4721,2,4,-1,4,2,5,19,9,1,2,5,4,-1,-1,1,3,2010,99
4722,2,4,-1,4,2,5,20,9,1,3,5,4,-1,-1,1,3,2010,99
4723,2,4,-1,4,2,5,28,9,1,4,5,4,-1,-1,1,3,2010,99
4724,2,4,-1,4,2,5,28,9,1,4,5,4,-1,-1,1,3,2010,99
4725,2,4,-1,4,2,5,28,9,1,4,5,4,-1,-1,2,3,2010,99
4726,2,1,-1,4,27,7,30,9,1,5,19,6,-1,-1,1,1,2010,99
4727,2,1,-1,4,3,5,31,9,1,5,0,12,-1,-1,1,1,2010,99
4728,2,1,-1,4,22,5,34,9,1,5,18,1,-1,-1,1,1,2010,99
4729,2,1,-1,4,27,7,39,9,1,6,19,6,-1,-1,1,1,2010,99
4730,2,1,-1,4,28,2,35,9,2,6,7,9,-1,-1,1,3,2010,99
4731,2,1,-1,4,30,1,37,9,1,6,20,8,-1,-1,1,3,2010,99
4732,2,1,-1,4,17,5,43,9,2,7,10,12,-1,-1,1,4,2010,99
4733,2,4,-1,4,2,5,31,9,1,5,5,4,-1,-1,1,3,2010,99
4734,2,4,-1,4,2,5,45,9,1,8,5,4,-1,-1,1,3,2010,99
4735,2,2,-1,5,22,1,10,9,1,1,14,2,-1,-1,1,3,2010,99
4736,2,2,-1,5,22,1,13,9,1,1,14,2,-1,-1,1,3,2010,99
4737,2,1,-1,5,27,3,26,9,1,4,22,10,-1,-1,1,1,2010,99
4738,2,1,-1,5,5,7,29,9,1,4,23,9,-1,-1,1,1,2010,99
4739,1,1,-1,5,18,7,27,9,1,4,3,4,-1,-1,1,4,2010,1
4740,2,1,-1,5,2,7,20,9,1,3,15,5,-1,-1,1,4,2010,99
4741,2,1,-1,5,11,1,25,9,2,4,3,1,-1,-1,1,4,2010,99
4742,2,1,-1,5,20,6,29,9,2,4,19,3,-1,-1,1,4,2010,99
4743,2,2,-1,5,22,1,28,9,1,4,14,2,-1,-1,1,3,2010,99
4744,2,2,-1,5,22,1,29,9,1,4,14,2,-1,-1,2,3,2010,99
4745,1,2,-1,5,18,7,18,9,1,2,22,4,-1,-1,1,4,2010,1
4746,2,2,-1,5,30,3,23,9,2,3,23,6,-1,-1,1,4,2010,99
4747,2,2,-1,5,2,4,21,9,1,3,14,9,-1,-1,1,9,2010,99
4748,2,3,-1,5,1,4,20,9,1,3,6,4,-1,-1,1,1,2010,99
4749,2,3,-1,5,1,4,21,9,1,3,6,4,-1,-1,1,1,2010,99
4750,2,3,-1,5,1,4,25,9,1,4,6,4,-1,-1,1,1,2010,99
4751,2,1,-1,5,4,6,35,9,2,6,8,12,-1,-1,2,1,2010,99
4752,2,1,-1,5,20,6,32,9,2,5,8,3,-1,-1,1,4,2010,99
4753,2,1,-1,5,6,7,42,9,2,7,3,6,-1,-1,1,6,2010,99
4754,2,2,-1,5,22,1,32,9,1,5,14,2,-1,-1,1,3,2010,99
4755,1,2,-1,5,18,7,37,9,1,6,22,4,-1,-1,1,4,2010,1
4756,2,3,-1,5,25,4,30,9,1,5,22,2,-1,-1,1,3,2010,99
4757,2,4,-1,5,1,2,41,9,2,7,23,6,-1,-1,1,1,2010,99
4758,2,1,-1,5,2,7,58,9,2,10,11,5,-1,-1,1,4,2010,99
4759,2,2,-1,5,22,1,50,9,1,9,14,2,-1,-1,2,3,2010,99
4760,2,4,-1,6,16,2,5,9,1,1,17,3,-1,-1,1,3,2010,99
4761,2,4,-1,6,16,2,7,9,1,1,17,3,-1,-1,1,3,2010,99
4762,2,4,-1,6,16,2,11,9,1,1,17,3,-1,-1,1,3,2010,99
4763,2,1,-1,6,2,5,15,9,1,2,16,4,-1,-1,1,1,2010,99
4764,2,1,-1,6,10,1,23,9,1,3,17,5,-1,-1,2,4,2010,99
4765,2,1,-1,6,2,5,34,9,1,5,16,4,-1,-1,2,1,2010,99
4766,2,1,-1,6,2,5,34,9,1,5,16,4,-1,-1,1,1,2010,99
4767,2,4,-1,6,16,2,36,9,1,6,17,3,-1,-1,2,3,2010,99
4768,2,1,-1,6,2,5,69,9,1,10,16,4,-1,-1,2,1,2010,99
4769,2,1,-1,7,12,1,43,9,1,7,11,7,-1,-1,1,1,2010,99
4770,2,1,-1,7,12,1,75,9,1,10,11,7,-1,-1,2,1,2010,99
4771,2,1,-1,9,30,2,12,9,1,1,6,3,-1,-1,1,3,2010,99
4772,2,1,-1,9,17,7,18,9,1,2,18,1,-1,-1,2,9,2010,99
4773,2,3,-1,9,23,4,18,9,1,2,13,9,-1,-1,1,12,2010,99
4774,2,1,-1,9,30,2,32,9,1,5,6,3,-1,-1,1,3,2010,99
4775,2,3,-1,9,23,4,30,9,1,5,13,9,-1,-1,2,12,2010,99
4776,2,3,-1,9,23,4,34,9,1,5,13,9,-1,-1,2,12,2010,99
4777,2,1,-1,9,30,2,61,9,1,10,6,3,-1,-1,1,3,2010,99
4778,2,1,-1,10,31,3,17,9,1,2,10,3,-1,-1,1,4,2010,99
4779,2,1,-1,10,31,3,20,9,1,3,10,3,-1,-1,2,4,2010,99
4780,2,2,-1,11,1,6,999,9,1,11,7,5,-1,-1,2,9,2010,99
4781,2,2,-1,11,1,6,4,9,2,1,7,5,-1,-1,1,9,2010,99
4782,2,1,-1,11,30,7,19,9,1,2,20,5,-1,-1,1,2,2010,99
4783,2,1,-1,11,12,6,24,9,2,3,20,6,-1,-1,1,4,2010,99
4784,2,1,-1,11,30,7,43,9,1,7,20,5,-1,-1,2,2,2010,99
4785,2,1,-1,11,25,3,58,9,1,10,9,8,-1,-1,2,9,2010,99
4786,2,1,-1,11,25,3,67,9,1,10,9,8,-1,-1,2,9,2010,99
4787,2,1,-1,11,25,3,70,9,2,10,9,8,-1,-1,2,9,2010,99
4788,2,2,-1,12,19,1,1,9,1,1,13,7,-1,-1,2,3,2010,99
4789,2,2,-1,12,19,1,24,9,1,3,13,7,-1,-1,2,3,2010,99
4790,2,2,-1,12,19,1,28,9,1,4,13,7,-1,-1,2,3,2010,99
4791,2,2,-1,12,19,1,31,9,1,5,13,7,-1,-1,2,3,2010,99
4792,2,2,-1,12,19,1,32,9,1,5,13,7,-1,-1,1,3,2010,99
4793,2,2,-1,12,19,1,35,9,1,6,13,7,-1,-1,1,3,2010,99
4794,2,2,-1,12,19,1,41,9,1,7,13,7,-1,-1,1,3,2010,99
4795,2,1,-1,14,29,2,7,9,1,1,18,6,-1,-1,1,2,2010,99
4796,2,1,-1,14,29,2,8,9,1,1,18,6,-1,-1,2,2,2010,99
4797,2,1,-1,14,29,2,12,9,1,1,18,6,-1,-1,2,2,2010,99
4798,2,1,-1,14,29,2,12,9,1,1,18,6,-1,-1,1,2,2010,99
4799,2,1,-1,14,29,2,14,9,1,1,18,6,-1,-1,2,2,2010,99
4800,2,1,-1,14,23,1,6,9,1,1,13,8,-1,-1,2,7,2010,99
4801,2,1,-1,14,29,2,15,9,2,2,18,6,-1,-1,2,2,2010,99
4802,2,1,-1,14,29,2,16,9,1,2,18,6,-1,-1,2,2,2010,99
4803,2,1,-1,14,29,2,17,9,1,2,18,6,-1,-1,2,2,2010,99
4804,2,1,-1,14,29,2,18,9,1,2,18,6,-1,-1,1,2,2010,99
4805,1,1,-1,14,22,1,19,9,1,2,17,2,-1,-1,1,4,2010,99
4806,2,1,-1,14,23,1,22,9,1,3,13,8,-1,-1,2,7,2010,99
4807,2,1,-1,14,29,2,41,9,1,7,18,6,-1,-1,1,1,2010,99
4808,2,1,-1,14,27,4,32,9,1,5,16,5,-1,-1,1,3,2010,99
4809,2,1,-1,14,27,4,33,9,1,5,16,5,-1,-1,1,3,2010,99
4810,2,1,-1,14,27,4,34,9,1,5,16,5,-1,-1,2,3,2010,99
4811,2,1,-1,14,23,1,33,9,1,5,13,8,-1,-1,1,7,2010,99
4812,2,1,-1,14,23,1,40,9,1,7,13,8,-1,-1,1,7,2010,99
4813,2,4,-1,14,13,3,33,9,1,5,19,1,-1,-1,1,3,2010,99
4814,2,1,-1,14,23,1,46,9,1,8,13,8,-1,-1,1,7,2010,99
4815,2,1,-1,14,23,1,47,9,1,8,13,8,-1,-1,2,7,2010,99
4816,2,1,-1,14,23,1,50,9,1,9,13,8,-1,-1,2,7,2010,99
4817,2,1,-1,14,29,2,63,9,1,10,18,6,-1,-1,1,2,2010,99
4818,2,1,-1,14,29,2,64,9,2,10,18,6,-1,-1,2,2,2010,99
4819,2,3,-1,16,10,3,999,9,1,11,16,3,-1,-1,1,5,2010,99
4820,2,3,-1,16,10,3,1,9,1,1,16,3,-1,-1,2,5,2010,99
4821,2,4,-1,16,21,6,2,9,1,1,16,8,-1,-1,1,4,2010,99
4822,2,1,-1,16,6,2,10,9,1,1,19,4,-1,-1,2,3,2010,99
4823,2,1,-1,16,7,3,14,9,1,1,20,4,-1,-1,2,4,2010,99
4824,2,2,-1,16,29,3,11,9,1,1,9,9,-1,-1,2,5,2010,99
4825,2,3,-1,16,11,5,9,9,1,1,22,6,-1,-1,2,5,2010,99
4826,2,3,-1,16,12,2,11,9,1,1,17,10,-1,-1,1,5,2010,99
4827,2,3,-1,16,12,2,12,9,1,1,17,10,-1,-1,1,5,2010,99
4828,2,3,-1,16,11,5,12,9,1,1,22,6,-1,-1,2,5,2010,99
4829,2,4,-1,16,20,5,6,9,1,1,8,8,-1,-1,2,4,2010,99
4830,2,1,-1,16,11,6,27,9,1,4,17,12,-1,-1,1,4,2010,99
4831,2,1,-1,16,11,6,27,9,1,4,17,12,-1,-1,2,4,2010,99
4832,2,1,-1,16,7,3,27,9,1,4,20,4,-1,-1,2,4,2010,99
4833,2,2,-1,16,24,2,20,9,1,3,6,8,-1,-1,1,9,2010,99
4834,2,2,-1,16,24,2,27,9,1,4,6,8,-1,-1,1,9,2010,99
4835,2,2,-1,16,24,2,27,9,1,4,6,8,-1,-1,1,9,2010,99
4836,2,3,-1,16,10,3,18,9,1,2,16,3,-1,-1,1,5,2010,99
4837,2,3,-1,16,10,3,25,9,1,4,16,3,-1,-1,1,5,2010,99
4838,2,3,-1,16,10,3,25,9,1,4,16,3,-1,-1,1,5,2010,99
4839,2,3,-1,16,11,5,26,9,2,4,22,6,-1,-1,1,5,2010,99
4840,2,3,-1,16,12,2,29,9,1,4,17,10,-1,-1,1,5,2010,99
4841,1,2,-1,16,16,2,40,9,1,7,23,3,-1,-1,2,1,2010,99
4842,1,2,-1,16,16,2,39,9,1,6,23,3,-1,-1,1,3,2010,99
4843,2,3,-1,16,10,3,30,9,1,5,16,3,-1,-1,1,5,2010,99
4844,2,3,-1,16,11,5,31,9,1,5,22,6,-1,-1,1,5,2010,99
4845,2,3,-1,16,11,5,31,9,1,5,22,6,-1,-1,1,5,2010,99
4846,2,3,-1,16,12,2,32,9,1,5,17,10,-1,-1,1,5,2010,99
4847,2,3,-1,16,10,3,36,9,1,6,16,3,-1,-1,1,5,2010,99
4848,2,3,-1,16,11,5,36,9,1,6,22,6,-1,-1,1,5,2010,99
4849,2,3,-1,16,12,2,39,9,1,6,17,10,-1,-1,1,5,2010,99
4850,2,3,-1,16,10,3,43,9,1,7,16,3,-1,-1,2,5,2010,99
4851,2,3,-1,16,10,3,44,9,1,7,16,3,-1,-1,1,5,2010,99
4852,2,4,-1,16,21,3,33,9,1,5,0,7,-1,-1,1,11,2010,99
4853,2,4,-1,16,20,5,35,9,1,6,8,8,-1,-1,1,4,2010,99
4854,2,2,-1,16,29,3,48,9,1,8,9,9,-1,-1,2,5,2010,99
4855,2,2,-1,16,29,3,49,9,1,8,9,9,-1,-1,2,5,2010,99
4856,2,3,-1,16,12,2,50,9,1,9,17,10,-1,-1,1,5,2010,99
4857,2,2,-1,16,29,3,62,9,1,10,9,9,-1,-1,1,5,2010,99
4858,2,3,-1,16,12,2,64,9,1,10,17,10,-1,-1,1,5,2010,99
4859,2,3,-1,16,10,3,66,9,1,10,16,3,-1,-1,1,5,2010,99
4860,2,2,-1,17,28,1,4,9,1,1,18,6,-1,-1,2,3,2010,99
4861,2,1,-1,17,12,2,18,9,2,2,23,1,-1,-1,1,2,2010,99
4862,2,1,-1,17,12,2,20,9,2,3,23,1,-1,-1,1,2,2010,99
4863,2,1,-1,17,12,2,21,9,1,3,23,1,-1,-1,1,2,2010,99
4864,2,1,-1,17,6,2,20,9,1,3,12,4,-1,-1,2,3,2010,99
4865,2,1,-1,17,6,2,29,9,1,4,12,4,-1,-1,1,3,2010,99
4866,2,1,-1,17,17,3,29,9,1,4,15,2,-1,-1,1,3,2010,99
4867,2,1,-1,17,2,5,16,9,1,2,18,4,-1,-1,1,4,2010,99
4868,2,1,-1,17,19,7,17,9,1,2,22,9,-1,-1,1,4,2010,99
4869,2,1,-1,17,2,5,22,9,1,3,5,4,-1,-1,1,4,2010,99
4870,2,1,-1,17,9,5,29,9,1,4,23,4,-1,-1,1,5,2010,99
4871,2,1,-1,17,2,5,27,9,1,4,5,4,-1,-1,1,14,2010,99
4872,2,2,-1,17,29,4,23,9,1,3,13,7,-1,-1,2,3,2010,99
4873,2,2,-1,17,2,5,21,9,2,3,5,4,-1,-1,1,4,2010,99
4874,2,4,-1,17,17,2,17,9,1,2,16,8,-1,-1,1,4,2010,99
4875,2,1,-1,17,17,3,30,9,2,5,15,2,-1,-1,1,2,2010,99
4876,2,1,-1,17,12,2,35,9,2,6,23,1,-1,-1,1,2,2010,99
4877,2,1,-1,17,6,2,40,9,1,7,12,4,-1,-1,1,3,2010,99
4878,2,1,-1,17,17,3,44,9,1,7,15,2,-1,-1,1,3,2010,99
4879,2,2,-1,17,29,4,33,9,1,5,13,7,-1,-1,1,3,2010,99
4880,2,2,-1,17,29,4,38,9,1,6,13,7,-1,-1,1,3,2010,99
4881,2,2,-1,17,29,4,39,9,1,6,13,7,-1,-1,1,3,2010,99
4882,2,2,-1,17,28,1,39,9,1,6,18,6,-1,-1,2,3,2010,99
4883,2,1,-1,17,6,2,45,9,1,8,12,4,-1,-1,1,3,2010,99
4884,2,1,-1,17,16,2,46,9,2,8,11,2,-1,-1,2,3,2010,99
4885,2,1,-1,17,17,3,47,9,1,8,15,2,-1,-1,1,3,2010,99
4886,2,1,-1,17,17,3,51,9,1,9,15,2,-1,-1,1,3,2010,99
4887,2,1,-1,17,16,2,56,9,2,10,11,2,-1,-1,1,3,2010,99
4888,2,1,-1,17,17,3,57,9,1,10,15,2,-1,-1,1,3,2010,99
4889,2,2,-1,17,28,1,50,9,1,9,18,6,-1,-1,1,3,2010,99
4890,2,1,-1,17,21,7,62,9,2,10,12,3,-1,-1,1,5,2010,99
4891,2,1,-1,17,21,7,62,9,2,10,12,3,-1,-1,1,5,2010,99
4892,2,2,-1,19,22,4,35,9,1,6,16,4,-1,-1,1,3,2010,99
4893,2,2,-1,19,22,4,40,9,1,7,16,4,-1,-1,1,3,2010,99
4894,2,1,-1,20,15,1,7,9,1,1,8,3,-1,-1,1,3,2010,99
4895,2,1,-1,20,15,1,9,9,1,1,8,3,-1,-1,1,3,2010,99
4896,2,1,-1,20,15,1,14,9,1,1,8,3,-1,-1,1,3,2010,99
4897,2,1,-1,20,19,4,19,9,1,2,20,8,-1,-1,1,4,2010,99
4898,2,1,-1,20,2,7,28,9,1,4,1,5,-1,-1,1,4,2010,99
4899,2,1,-1,20,31,6,20,9,2,3,8,7,-1,-1,1,5,2010,99
4900,2,1,-1,20,31,6,22,9,1,3,8,7,-1,-1,1,5,2010,99
4901,2,1,-1,20,31,6,24,9,2,3,8,7,-1,-1,1,5,2010,99
4902,2,1,-1,20,31,6,24,9,2,3,8,7,-1,-1,1,5,2010,99
4903,2,1,-1,20,15,1,40,9,1,7,8,3,-1,-1,1,3,2010,99
4904,2,1,-1,20,21,7,51,9,1,9,15,3,-1,-1,1,6,2010,99
4905,2,3,-1,20,22,1,50,9,2,9,22,3,-1,-1,1,6,2010,99
4906,2,1,-1,1,6,2,2,9,1,1,7,7,-1,-1,2,9,2010,99
4907,2,1,-1,1,24,2,22,9,1,3,22,8,-1,-1,1,3,2010,99
4908,2,1,-1,1,6,2,20,9,1,3,7,7,-1,-1,1,9,2010,99
4909,2,1,-1,1,6,2,28,9,1,4,7,7,-1,-1,2,9,2010,99
4910,2,2,-1,1,16,4,27,9,2,4,4,12,-1,-1,1,1,2010,99
4911,1,3,-1,1,9,6,20,9,1,3,15,10,-1,-1,2,7,2010,99
4912,1,3,-1,1,9,6,21,9,1,3,15,10,-1,-1,1,7,2010,99
4913,1,3,-1,1,9,6,22,9,1,3,15,10,-1,-1,1,7,2010,99
4914,1,1,-1,1,30,3,35,9,1,6,19,6,-1,-1,1,1,2010,5
4915,2,1,-1,1,2,7,30,9,2,5,4,5,-1,-1,1,4,2010,99
4916,2,1,-1,1,5,5,34,9,1,5,10,2,-1,-1,1,4,2010,99
4917,2,1,-1,1,21,6,34,9,1,5,19,8,-1,-1,1,4,2010,99
4918,2,1,-1,1,1,1,42,9,1,7,3,3,-1,-1,1,4,2010,99
4919,1,3,-1,1,9,6,42,9,1,7,15,10,-1,-1,1,7,2010,99
4920,1,3,-1,1,9,6,52,9,1,9,15,10,-1,-1,1,7,2010,99
4921,2,1,-1,4,5,5,22,9,1,3,13,11,-1,-1,1,1,2010,99
4922,2,1,-1,4,5,5,51,9,1,9,13,11,-1,-1,2,1,2010,99
4923,2,1,-1,6,6,3,19,9,1,2,18,1,-1,-1,1,4,2010,99
4924,2,2,-1,6,9,7,19,9,1,2,18,5,-1,-1,1,4,2010,99
4925,2,2,-1,6,28,7,35,9,1,6,19,11,-1,-1,1,4,2010,99
4926,2,1,-1,7,10,7,11,9,1,1,11,1,-1,-1,1,9,2010,99
4927,2,1,-1,7,8,1,22,9,1,3,9,3,-1,-1,1,4,2010,99
4928,2,3,-1,7,22,3,23,9,1,3,13,9,-1,-1,2,4,2010,99
4929,2,1,-1,7,15,3,30,9,1,5,12,9,-1,-1,1,4,2010,99
4930,2,1,-1,7,18,1,39,9,1,6,18,10,-1,-1,1,4,2010,99
4931,2,1,-1,9,27,2,20,9,1,3,7,4,-1,-1,2,2,2010,99
4932,2,1,-1,9,27,2,35,9,1,6,7,4,-1,-1,1,2,2010,99
4933,2,1,-1,10,8,7,15,9,1,2,17,8,-1,-1,1,1,2010,99
4934,2,1,-1,10,27,5,26,9,1,4,15,8,-1,-1,1,1,2010,99
4935,2,1,-1,10,16,2,22,9,1,3,17,3,-1,-1,1,2,2010,99
4936,2,1,-1,10,29,5,26,9,1,4,0,10,-1,-1,2,3,2010,99
4937,2,1,-1,10,12,5,17,9,1,2,19,3,-1,-1,1,3,2010,99
4938,2,1,-1,10,12,5,25,9,1,4,9,3,-1,-1,1,3,2010,99
4939,2,1,-1,10,12,5,26,9,1,4,9,3,-1,-1,1,3,2010,99
4940,2,1,-1,10,24,3,22,9,1,3,17,3,-1,-1,1,4,2010,99
4941,2,1,-1,10,5,5,24,9,1,3,16,2,-1,-1,1,4,2010,99
4942,2,1,-1,10,27,7,32,9,2,5,14,6,-1,-1,1,1,2010,99
4943,2,1,-1,10,12,5,39,9,1,6,9,3,-1,-1,1,3,2010,99
4944,2,1,-1,10,16,2,41,9,2,7,17,3,-1,-1,1,4,2010,99
4945,2,1,-1,10,20,6,30,9,2,5,4,3,-1,-1,1,5,2010,99
4946,2,2,-1,10,26,5,35,9,1,6,18,3,-1,-1,2,1,2010,99
4947,2,2,-1,10,16,5,37,9,2,6,15,4,-1,-1,2,3,2010,99
4948,2,1,-1,10,16,2,50,9,1,9,17,3,-1,-1,1,4,2010,99
4949,2,1,-1,10,5,1,55,9,1,10,16,7,-1,-1,1,4,2010,99
4950,2,1,-1,12,7,4,999,9,1,11,20,1,-1,-1,1,4,2010,99
4951,2,1,-1,12,28,4,28,9,1,4,9,10,-1,-1,2,3,2010,99
4952,2,3,-1,12,24,5,19,9,1,2,16,12,-1,-1,1,1,2010,99
4953,2,3,-1,12,24,5,23,9,2,3,16,12,-1,-1,2,1,2010,99
4954,2,3,-1,12,24,5,23,9,1,3,16,12,-1,-1,1,1,2010,99
4955,2,3,-1,12,24,5,25,9,1,4,16,12,-1,-1,1,1,2010,99
4956,2,3,-1,12,24,5,28,9,1,4,16,12,-1,-1,1,1,2010,99
4957,2,4,-1,12,30,5,17,9,1,2,19,4,-1,-1,1,3,2010,99
4958,2,4,-1,12,30,5,18,9,1,2,19,4,-1,-1,1,3,2010,99
