dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,estado_pil,tipo_v,color_v,modelo_v,causa_ac
1,1,5,15,5,2,99,1,25,1,4,1,9999,1
2,9,4,15,1,2,99,1,36,1,1,14,1995,1
2,9,4,15,1,2,99,2,43,1,1,4,2002,1
2,12,4,15,21,2,99,9,999,9,1,2,2007,1
2,12,4,15,21,2,99,1,35,2,2,2,2007,1
4,2,4,15,5,2,99,1,25,9,6,9,9999,3
3,3,3,15,13,1,99,1,26,9,1,2,1999,1
3,3,3,15,13,1,99,1,41,9,5,8,9999,1
3,3,3,15,2,2,99,1,25,9,6,4,1994,1
3,3,3,15,2,2,99,1,46,9,6,6,2000,1
3,3,3,15,2,2,99,1,33,9,3,2,2003,1
3,3,3,15,2,2,99,1,20,9,3,6,2006,1
4,1,1,15,5,2,99,1,73,9,5,2,1980,1
4,1,1,15,5,2,99,2,30,9,1,6,9999,1
4,3,4,15,1,2,99,1,51,9,6,99,2010,1
4,3,4,15,1,2,99,1,21,9,4,3,9999,1
4,11,4,15,6,2,99,9,999,9,3,1,1989,1
4,11,4,15,6,2,99,1,30,2,3,9,1994,1
2,5,7,15,5,2,99,1,20,1,4,7,9999,1
2,5,7,15,5,2,99,9,999,9,3,5,9999,1
6,7,2,15,1,1,3,1,39,1,3,5,1998,1
6,7,2,15,1,1,3,1,21,1,1,2,2001,1
5,12,7,15,19,2,99,1,40,1,6,2,1987,1
5,12,7,15,19,2,99,1,32,1,3,2,1988,1
4,5,2,15,1,2,99,1,30,1,3,2,1989,1
4,5,2,15,1,2,99,1,45,1,1,99,1999,1
8,10,5,15,5,1,1,1,34,2,1,1,1990,1
8,10,5,15,5,1,1,2,38,1,3,3,2007,1
12,2,5,15,1,1,5,1,39,9,5,2,1987,1
12,2,5,15,1,1,5,1,24,9,9,99,9999,1
12,2,5,15,20,2,99,1,22,1,1,4,2000,1
12,2,5,15,20,2,99,2,73,1,1,9,9999,1
6,9,1,15,13,2,99,1,25,1,3,99,9999,1
6,9,1,15,13,2,99,1,30,1,3,99,9999,1
8,11,1,15,1,1,18,1,33,1,6,5,9999,1
8,11,1,15,1,1,18,1,28,1,3,5,9999,1
11,6,5,15,12,2,99,1,33,2,3,1,1989,1
11,6,5,15,12,2,99,1,27,1,4,1,9999,1
7,8,6,15,11,2,99,1,60,2,1,3,1988,1
7,8,6,15,11,2,99,1,27,1,3,4,1996,1
9,9,4,15,6,2,99,1,19,1,14,1,2008,1
9,9,4,15,6,2,99,9,999,9,7,6,9999,1
6,5,4,15,10,1,2,1,40,2,5,2,2003,1
6,5,4,15,10,1,2,1,35,1,1,99,9999,1
10,11,3,15,1,1,8,2,18,9,1,9,9999,1
10,11,3,15,1,1,8,1,31,9,4,1,9999,1
13,1,3,15,11,2,99,1,21,2,3,6,1994,1
13,1,3,15,11,2,99,1,999,1,9,6,2009,1
5,4,1,15,1,1,99,1,33,1,1,1,1988,1
5,4,1,15,1,1,99,1,999,1,3,5,9999,1
14,2,7,15,19,2,99,9,999,9,4,99,9999,1
14,2,7,15,19,2,99,1,9,9,4,99,9999,1
10,7,5,15,15,2,99,1,32,1,3,2,1990,1
10,7,5,15,15,2,99,1,64,2,1,2,1992,1
12,10,2,15,12,2,99,1,47,1,2,11,9999,1
10,7,5,15,14,2,99,1,27,1,99,8,1993,1
10,7,5,15,14,2,99,1,37,2,2,9,1999,1
12,11,5,15,4,1,99,1,43,1,4,9,2005,1
12,11,5,15,4,1,99,1,22,1,3,3,9999,1
8,8,7,15,12,2,99,1,25,1,2,16,9999,1
8,8,7,15,12,2,99,1,999,1,3,5,9999,1
11,12,6,15,22,2,99,1,57,1,2,11,1993,1
11,12,6,15,22,2,99,1,20,1,4,1,2009,1
16,2,2,15,5,2,99,1,18,9,5,2,1992,1
16,2,2,15,5,2,99,2,23,9,4,1,2007,1
9,8,1,15,11,2,99,1,26,1,1,5,9999,1
9,8,1,15,11,2,99,1,60,1,2,5,9999,1
14,10,4,15,2,2,99,1,35,1,3,2,2007,1
14,10,4,15,2,2,99,1,38,1,3,2,2009,1
7,4,3,15,21,2,99,2,27,1,2,2,2002,1
7,4,3,15,21,2,99,1,20,1,4,1,9999,1
7,4,3,15,5,2,99,1,61,1,5,99,9999,1
10,5,1,15,2,2,99,1,36,1,5,2,1994,1
10,5,1,15,2,2,99,1,17,1,4,1,9999,1
17,1,7,15,6,2,99,1,66,2,3,6,1994,1
17,1,7,15,6,2,99,1,27,1,1,5,2006,1
13,3,6,15,1,1,1,9,999,9,3,9,9999,1
13,3,6,15,22,1,99,9,999,9,9,2,9999,1
13,7,2,15,1,1,1,1,21,1,4,5,9999,1
13,7,2,15,1,1,1,1,21,2,1,6,9999,1
8,4,4,15,1,1,15,1,69,1,1,2,2007,1
8,4,4,15,1,1,15,1,37,1,1,2,9999,1
15,11,1,15,5,2,99,1,19,9,4,1,2007,1
15,11,1,15,5,2,99,1,19,9,2,16,1998,2
13,8,5,15,6,2,99,9,999,9,3,2,9999,1
13,8,5,15,6,2,99,1,57,1,9,1,9999,1
14,3,7,15,10,2,99,1,48,9,7,12,1996,1
14,3,7,15,10,2,99,1,60,9,5,2,2001,1
14,3,7,15,10,2,99,1,40,9,1,2,2009,1
19,1,2,15,1,1,16,1,999,9,3,3,2008,1
19,1,2,15,1,1,16,1,22,9,4,6,9999,1
9,4,5,15,22,2,99,1,29,2,8,3,1998,1
9,4,5,15,22,2,99,1,31,1,3,2,2010,1
9,4,5,15,20,2,99,2,48,1,3,11,1986,1
9,4,5,15,20,2,99,1,25,1,3,2,2005,1
14,3,7,15,12,2,99,1,62,9,7,3,9999,1
14,3,7,15,12,2,99,1,20,9,3,5,9999,1
14,8,6,15,1,1,1,2,20,9,1,6,1994,1
14,8,6,15,1,1,1,1,27,9,4,3,2005,1
14,5,5,15,17,2,99,1,25,2,3,2,1998,1
14,5,5,15,17,2,99,1,36,1,3,99,9999,1
18,10,1,15,17,1,99,9,999,9,99,99,9999,1
15,7,4,15,18,2,99,1,28,1,3,1,2004,1
15,7,4,15,18,2,99,1,48,1,9,11,2009,1
15,5,6,15,1,2,99,2,24,1,1,2,1999,1
15,5,6,15,1,2,99,1,26,1,1,2,2004,1
16,7,5,15,1,1,6,1,43,2,1,9,1992,1
16,7,5,15,1,1,6,1,36,1,1,4,9999,1
21,6,1,15,1,1,3,2,25,1,2,4,1999,1
21,6,1,15,1,1,3,1,25,2,3,2,9999,1
15,12,3,15,11,2,99,2,36,1,3,5,2010,1
15,12,3,15,11,2,99,1,32,2,4,1,9999,1
20,10,3,15,5,2,99,1,48,1,1,5,9999,1
16,8,1,15,1,1,7,1,27,1,4,1,2005,1
16,8,1,15,1,1,7,9,999,9,1,11,9999,1
16,9,4,15,19,2,99,1,16,1,4,1,2009,1
16,9,4,15,19,2,99,2,17,1,3,5,9999,1
21,10,4,15,18,2,99,9,999,9,5,99,9999,1
21,10,4,15,18,2,99,1,37,9,3,6,9999,1
22,10,5,15,1,1,99,1,25,9,2,7,9999,1
22,10,5,15,1,1,99,1,40,9,4,99,9999,1
18,5,2,15,17,2,99,9,999,9,2,6,9999,1
18,7,7,15,15,2,99,1,39,1,7,2,1998,1
17,9,5,15,4,2,99,2,40,1,1,2,1995,1
17,9,5,15,4,2,99,2,41,9,1,2,1995,1
18,9,6,15,1,1,1,2,27,1,1,2,2005,1
18,9,6,15,1,1,1,1,43,1,4,5,9999,1
23,10,6,15,18,2,99,9,999,1,9,2,2000,1
23,10,6,15,18,2,99,1,35,1,4,2,9999,1
23,10,6,15,1,1,16,1,999,1,2,11,2005,1
23,10,6,15,1,1,16,1,22,1,4,9,2009,1
11,4,7,15,4,2,99,9,999,9,7,99,9999,1
18,9,6,15,1,2,1,1,38,1,3,5,9999,1
18,9,6,15,1,1,1,1,32,1,2,6,9999,1
23,10,6,15,1,1,7,1,46,1,1,4,1995,1
23,10,6,15,1,1,7,2,35,1,2,4,2007,1
23,10,6,15,1,1,7,2,35,1,2,4,2007,1
23,10,6,15,1,1,7,1,33,1,11,4,2007,1
25,6,5,15,12,2,99,1,999,1,1,5,1999,1
25,6,5,15,12,2,99,1,999,1,9,4,2000,1
25,6,5,15,12,2,99,1,999,1,2,11,2006,1
25,6,5,15,12,2,99,1,999,1,2,2,9999,1
25,6,5,15,12,2,99,1,26,2,3,2,9999,1
25,6,5,15,12,2,99,1,999,1,2,99,9999,1
18,9,6,15,7,2,99,1,25,9,3,4,9999,1
18,9,6,15,7,2,99,1,53,9,5,99,9999,1
20,5,4,15,19,2,99,1,37,1,4,99,9999,1
20,5,4,15,19,2,99,9,999,9,3,1,9999,1
27,1,3,15,6,2,99,1,43,9,9,2,1987,1
27,1,3,15,6,2,99,1,999,9,1,11,9999,1
20,5,4,15,5,2,99,1,60,1,4,99,9999,1
20,5,4,15,5,2,99,1,999,9,14,99,9999,1
20,8,5,15,1,1,18,1,16,1,3,1,1987,1
20,8,5,15,1,1,18,1,35,1,4,7,9999,1
27,1,3,15,13,2,99,9,999,9,99,99,9999,1
27,1,3,15,13,2,99,1,36,9,3,99,9999,1
19,12,7,15,5,2,99,1,999,9,6,1,9999,1
19,12,7,15,6,2,99,1,39,9,3,2,1990,1
19,12,7,15,6,2,99,1,28,1,3,1,1993,1
20,8,5,15,18,1,99,2,43,1,4,99,9999,1
20,8,5,15,18,1,99,9,999,9,3,99,9999,1
19,12,7,15,17,1,99,1,25,9,3,6,9999,1
20,3,6,15,14,2,99,1,43,1,4,1,2002,1
20,3,6,15,14,2,99,1,16,1,4,1,2008,1
20,9,1,15,13,2,99,1,45,1,3,10,1990,1
20,9,1,15,13,2,99,1,45,1,7,2,9999,1
20,12,1,15,1,1,6,1,37,1,3,5,9999,1
20,12,1,15,1,1,6,1,22,1,6,1,9999,1
21,3,7,15,13,2,99,1,48,1,4,1,2004,1
21,3,7,15,13,2,99,1,21,2,1,1,9999,1
20,12,1,15,22,2,99,9,999,9,3,4,9999,1
20,12,1,15,22,2,99,1,19,1,4,1,9999,1
29,1,5,15,14,1,1,1,34,1,5,2,1985,1
29,1,5,15,14,1,1,1,17,9,4,1,2007,1
21,3,7,15,20,2,99,1,70,1,6,2,1998,1
21,3,7,15,20,2,99,1,51,1,4,1,9999,1
30,1,6,15,7,2,99,1,17,9,14,1,2007,1
30,1,6,15,7,2,99,1,24,9,4,3,2008,1
29,10,5,15,1,1,9,1,27,1,3,2,9999,1
29,10,5,15,1,1,9,1,23,2,1,1,9999,1
24,8,2,15,9,1,7,1,31,1,1,5,2001,1
24,8,2,15,9,1,7,1,38,2,3,4,9999,1
31,10,7,15,9,1,1,1,36,2,1,9,9999,1
31,10,7,15,9,1,1,9,999,9,3,6,9999,1
27,8,5,15,10,2,99,1,26,1,1,2,1993,1
27,8,5,15,10,2,99,1,18,1,1,2,1994,1
28,8,6,15,1,2,99,9,999,9,6,1,9999,1
27,7,2,15,9,1,1,1,48,9,4,2,2006,1
27,7,2,15,9,1,1,1,26,9,4,5,2008,1
23,4,5,15,1,1,16,2,37,1,1,4,2006,1
23,4,5,15,1,1,16,1,29,1,1,3,9999,1
23,4,5,15,1,1,16,2,19,1,1,4,9999,1
24,4,6,15,6,2,99,1,29,1,9,6,2005,1
24,4,6,15,6,2,99,1,23,1,9,2,2008,1
25,4,7,15,10,2,99,1,42,1,4,99,9999,1
28,3,7,15,11,2,99,1,23,1,4,1,9999,1
28,3,7,15,11,2,99,1,20,1,14,1,9999,1
26,4,1,15,5,2,99,1,34,1,12,1,1992,1
29,7,4,15,14,2,99,2,19,1,1,6,1995,1
29,7,4,15,14,2,99,1,17,1,4,1,9999,1
30,3,2,15,1,1,1,1,26,1,4,3,1992,1
30,3,2,15,1,1,1,1,33,1,99,4,1996,1
31,3,3,15,1,1,1,2,55,1,2,3,2006,1
31,3,3,15,1,1,1,1,999,1,3,5,9999,1
27,4,2,15,13,2,99,1,31,1,3,9,1995,1
27,4,2,15,13,2,99,9,999,9,9,2,9999,1
31,7,6,15,10,1,2,1,35,2,1,1,1983,1
31,7,6,15,10,1,2,1,28,1,1,3,1995,1
1,4,4,15,1,1,12,1,25,2,2,3,2003,2
2,9,4,15,14,2,99,1,34,1,14,99,2008,2
3,7,6,15,5,2,99,1,27,1,12,99,9999,3
4,10,1,15,20,2,99,9,999,9,99,99,9999,1
3,11,3,15,5,2,99,9,999,9,1,4,9999,4
5,1,2,15,10,1,3,1,27,2,4,3,9999,4
2,5,7,15,5,2,99,1,58,1,2,2,9999,2
4,12,6,15,17,2,99,1,38,9,4,1,9999,3
3,5,1,15,16,2,99,1,31,1,3,3,9999,3
9,10,6,15,1,1,99,1,25,1,7,7,9999,3
12,2,5,15,18,2,99,1,31,9,1,99,9999,3
11,3,4,15,3,2,99,1,24,9,1,1,9999,2
12,3,5,15,1,2,99,1,33,9,5,6,9999,3
13,6,7,15,17,2,99,9,999,9,4,1,9999,4
17,2,3,15,17,2,99,1,29,9,3,99,9999,1
16,10,6,15,4,2,99,1,53,1,3,9,1991,2
19,1,2,15,9,2,99,9,999,9,3,1,9999,3
19,1,2,15,4,2,99,1,39,9,7,99,1991,3
20,2,6,15,1,2,99,1,32,9,2,9,9999,3
15,12,3,15,16,2,99,1,27,1,3,4,9999,1
19,11,5,15,18,2,99,1,33,1,5,2,9999,3
16,5,7,15,22,2,99,1,27,1,1,6,1995,2
16,5,7,15,18,2,99,1,28,1,99,99,9999,4
18,5,2,15,19,2,99,1,28,1,4,99,9999,1
18,7,7,15,13,2,99,1,53,1,3,11,9999,3
11,4,7,15,18,2,99,1,37,1,2,9,2001,3
18,9,6,15,11,2,99,9,999,9,1,2,1991,2
20,3,6,15,1,2,99,1,34,1,12,99,9999,3
20,3,6,15,2,2,99,1,40,1,2,2,9999,4
28,2,7,15,6,2,99,9,999,9,1,99,9999,3
17,4,6,15,22,2,99,1,18,9,2,6,1998,3
18,4,7,15,1,2,99,9,999,9,1,4,9999,2
30,10,6,15,15,2,99,1,22,1,3,9,1984,3
28,11,7,15,6,2,99,1,22,1,4,3,9999,2
29,5,6,15,1,1,7,2,60,1,2,1,2005,13
31,10,7,15,10,1,1,1,33,9,4,1,9999,2
20,4,2,15,2,2,99,1,44,1,1,9,2000,3
30,5,7,15,1,1,13,2,54,1,1,5,9999,13
26,7,1,15,17,2,99,1,999,9,1,2,9999,3
1,9,3,16,7,2,99,1,35,1,2,2,1990,1
1,9,3,16,7,2,99,1,27,1,1,16,1990,1
2,8,1,16,5,2,99,1,28,1,6,2,9999,1
2,1,6,16,9,1,1,1,32,1,1,9,1987,1
2,1,6,16,9,1,1,9,999,9,9,6,9999,1
2,8,1,16,13,1,1,9,999,9,99,99,9999,1
2,8,1,16,13,1,1,1,18,1,4,99,9999,1
2,6,3,16,3,2,99,2,66,1,1,4,1991,1
2,6,3,16,3,2,99,1,50,1,2,6,2007,1
5,2,5,16,10,2,99,2,20,1,1,5,1997,1
5,2,5,16,10,2,99,1,24,1,4,99,2009,1
3,6,4,16,1,1,3,1,52,1,6,14,1992,1
3,6,4,16,1,1,3,1,32,1,4,5,9999,1
4,9,6,16,1,1,1,1,21,2,1,11,1992,1
2,11,2,16,3,2,99,1,32,9,3,9,1996,1
2,11,2,16,3,2,99,1,26,2,4,4,9999,1
3,6,4,16,9,2,99,9,999,9,6,2,9999,1
3,6,4,16,9,2,99,1,59,1,4,5,9999,1
2,11,2,16,18,1,99,9,999,9,1,99,9999,1
2,11,2,16,18,1,99,1,24,9,4,99,9999,1
2,4,5,16,22,2,99,1,22,1,1,11,2000,1
2,4,5,16,22,2,99,1,33,2,3,4,9999,1
2,4,5,16,22,2,99,1,40,2,4,3,9999,2
2,4,5,16,22,2,99,9,999,9,3,5,9999,2
4,9,6,16,1,1,6,1,40,1,1,4,9999,1
4,9,6,16,1,1,6,1,29,1,4,1,9999,1
3,8,2,16,14,2,99,1,48,2,3,2,1984,1
3,8,2,16,14,2,99,9,999,9,3,1,1990,1
5,7,1,16,22,2,99,1,999,1,5,2,1996,1
5,7,1,16,22,2,99,1,27,1,1,1,1997,1
5,1,2,16,9,2,99,1,30,1,12,3,1991,1
2,4,5,16,6,2,99,1,32,1,1,5,1993,1
2,4,5,16,6,2,99,1,24,1,1,2,9999,1
5,7,1,16,21,2,99,1,36,1,3,1,2004,1
6,1,3,16,6,2,99,1,26,2,3,5,1989,1
6,1,3,16,6,2,99,9,999,9,3,4,9999,1
4,8,3,16,9,1,2,1,21,1,3,3,1990,1
4,8,3,16,9,1,2,9,999,1,4,9,9999,1
5,7,1,16,10,2,99,1,27,1,6,1,1988,1
5,7,1,16,10,2,99,1,55,1,4,5,2009,1
4,8,3,16,2,2,99,1,28,1,5,2,9999,1
4,8,3,16,2,2,99,1,37,1,11,2,9999,1
5,8,4,16,5,1,1,2,999,9,8,9,9999,1
5,8,4,16,5,1,1,1,22,2,3,99,9999,1
3,4,6,16,1,2,99,1,24,9,1,3,1999,1
3,4,6,16,1,2,99,1,31,9,4,1,9999,1
5,11,5,16,16,2,99,1,50,9,3,99,1995,1
5,11,5,16,16,2,99,1,57,9,6,2,9999,1
3,4,6,16,1,2,99,1,22,9,3,6,1993,1
3,4,6,16,1,2,99,1,28,9,1,6,1997,1
5,12,7,16,16,2,99,9,999,9,3,7,9999,1
5,12,7,16,16,2,99,1,27,9,4,99,9999,1
7,7,3,16,1,1,6,1,28,1,4,99,9999,1
7,7,3,16,1,1,6,1,42,1,1,6,9999,1
8,6,2,16,15,2,99,2,33,1,4,3,9999,1
8,6,2,16,15,2,99,1,23,2,3,3,9999,1
6,8,5,16,12,2,99,1,45,1,1,5,1994,1
6,8,5,16,12,2,99,9,999,9,7,8,9999,1
7,9,2,16,11,2,99,1,46,1,3,2,9999,1
7,9,2,16,11,2,99,1,22,1,4,5,9999,1
5,5,3,16,9,2,99,1,22,1,4,5,9999,1
5,5,3,16,9,2,99,1,50,2,3,6,9999,1
8,7,4,16,17,2,99,1,33,1,3,2,1982,1
8,7,4,16,17,2,99,1,23,1,4,99,9999,1
5,5,3,16,16,1,4,2,31,1,1,3,2008,1
5,5,3,16,16,1,4,1,23,1,4,1,2009,1
12,2,5,16,12,2,99,9,999,9,3,99,9999,1
12,2,5,16,12,2,99,1,19,9,4,1,9999,1
8,9,3,16,6,2,99,1,999,9,3,4,1986,1
9,12,4,16,1,1,6,1,31,9,12,1,1991,1
9,12,4,16,1,1,6,1,27,9,4,1,9999,1
4,4,7,16,18,2,99,1,28,9,1,99,9999,1
4,4,7,16,18,2,99,9,999,9,3,99,9999,1
13,2,6,16,1,1,1,1,30,1,1,2,2006,1
13,2,6,16,1,1,1,1,19,9,4,1,2007,1
13,2,6,16,1,1,18,1,17,1,1,2,1989,1
13,2,6,16,1,1,18,1,39,1,10,2,9999,1
4,4,7,16,4,2,99,1,19,9,3,10,1986,1
4,4,7,16,4,2,99,9,999,9,1,4,2002,1
5,4,1,16,1,1,8,1,999,1,4,99,9999,1
5,4,1,16,1,1,8,1,28,1,2,6,9999,1
8,8,7,16,16,2,99,9,999,9,1,99,9999,1
8,8,7,16,16,2,99,2,16,9,4,99,9999,1
13,11,6,16,6,2,99,1,22,1,1,2,1993,1
13,11,6,16,6,2,99,1,33,2,3,2,9999,1
14,10,4,16,1,1,3,9,999,9,3,99,1986,1
14,10,4,16,1,1,3,1,30,2,1,1,1992,1
10,5,1,16,6,2,99,1,39,1,3,9,1991,1
10,5,1,16,6,2,99,1,36,1,3,16,9999,1
7,4,3,16,10,2,99,1,32,1,3,6,1994,1
7,4,3,16,10,2,99,1,54,1,4,1,2007,1
12,7,1,16,12,2,99,9,999,1,1,5,1997,1
12,7,1,16,12,2,99,9,999,1,1,2,9999,1
11,5,2,16,1,1,12,9,999,9,1,11,1981,1
11,5,2,16,1,1,12,9,999,9,3,11,1983,1
11,5,2,16,1,1,12,1,36,2,10,2,9999,1
12,7,1,16,2,2,99,1,34,1,3,1,1998,1
12,7,1,16,2,2,99,1,39,1,3,5,9999,1
19,2,5,16,5,2,99,1,23,1,5,10,9999,1
19,2,5,16,5,2,99,1,46,9,4,99,9999,1
9,4,5,16,1,1,17,1,25,1,4,3,9999,1
9,4,5,16,1,1,17,2,38,1,1,2,9999,1
18,6,5,16,15,2,99,1,27,1,3,9,1991,1
14,7,3,16,1,1,1,1,50,1,3,2,2007,1
14,7,3,16,1,1,1,2,32,1,4,1,9999,1
14,5,5,16,13,1,5,1,39,1,2,1,1986,1
14,5,5,16,13,1,5,1,33,1,4,9,2003,1
14,7,3,16,10,2,99,1,28,1,5,1,1987,1
20,2,6,16,1,1,99,2,20,9,1,1,1999,1
20,2,6,16,1,1,99,1,20,9,4,99,2009,1
20,6,7,16,1,1,18,1,34,1,1,2,1997,1
20,6,7,16,1,1,18,1,23,1,12,1,9999,1
20,6,7,16,1,1,18,1,25,1,12,1,9999,1
15,7,4,16,5,2,99,1,18,1,4,5,9999,1
15,7,4,16,5,2,99,1,25,1,4,5,9999,1
20,1,3,16,20,2,99,1,25,1,14,1,2006,1
20,1,3,16,20,2,99,9,999,9,3,99,9999,1
15,9,3,16,22,1,99,1,29,1,5,2,9999,1
20,1,3,16,11,2,99,1,31,1,3,2,2001,1
20,1,3,16,11,2,99,1,58,9,4,1,9999,1
20,6,7,16,18,2,99,1,43,1,1,11,9999,1
20,6,7,16,18,2,99,1,43,1,4,5,9999,1
16,5,7,16,1,1,7,1,27,1,1,2,9999,1
16,12,4,16,20,2,99,1,50,2,6,2,1992,1
16,12,4,16,20,2,99,1,35,1,2,2,1993,1
16,12,4,16,20,2,99,1,25,1,1,6,2000,1
16,12,4,16,20,2,99,1,36,1,1,3,9999,1
23,1,6,16,5,2,99,1,999,9,99,5,9999,1
23,1,6,16,5,2,99,1,40,9,3,5,9999,1
21,6,1,16,18,2,99,1,34,2,1,6,1997,1
21,6,1,16,18,2,99,1,26,1,4,1,2009,1
17,12,5,16,1,1,6,1,56,9,3,2,1999,1
17,12,5,16,1,1,6,1,19,9,14,1,2004,1
23,10,6,16,19,2,99,9,999,9,1,99,9999,1
23,10,6,16,19,2,99,1,24,9,4,99,9999,1
11,4,7,16,20,2,99,1,47,2,1,2,1982,1
11,4,7,16,20,2,99,9,999,9,14,1,9999,1
22,6,2,16,16,2,99,1,42,2,5,2,9999,1
22,6,2,16,16,2,99,1,32,1,14,2,9999,1
17,9,5,16,17,2,99,9,999,9,99,99,9999,1
17,9,5,16,17,2,99,1,20,1,4,5,9999,1
18,8,3,16,1,1,3,1,37,1,1,3,1997,1
18,8,3,16,1,1,3,2,66,2,9,1,2006,1
23,6,3,16,18,2,99,1,39,1,4,1,2007,1
23,6,3,16,18,2,99,1,22,1,4,99,2008,1
21,11,7,16,5,2,99,1,30,2,2,9,1995,1
21,11,7,16,5,2,99,1,999,2,7,99,9999,1
26,2,5,16,1,1,6,1,25,1,1,9,9999,1
26,2,5,16,1,1,6,1,43,1,12,1,9999,1
20,7,2,16,1,2,99,9,999,9,1,1,9999,1
19,8,4,16,15,2,99,1,44,1,5,2,1985,1
19,8,4,16,15,2,99,1,29,1,9,4,9999,1
24,10,7,16,9,2,99,1,44,9,3,3,9999,1
13,4,2,16,5,2,99,2,16,2,1,2,9999,1
13,4,2,16,5,2,99,1,42,1,6,99,9999,1
19,12,7,16,5,2,99,9,999,9,3,99,9999,1
19,12,7,16,5,2,99,1,50,9,4,1,9999,1
27,2,6,16,1,1,3,9,999,9,1,3,1986,1
27,2,6,16,1,1,3,1,30,9,1,1,1988,1
27,2,6,16,1,1,3,1,57,9,1,6,1996,1
27,2,6,16,1,1,3,1,25,9,7,7,9999,1
19,9,7,16,12,2,99,1,999,1,12,1,1986,1
19,9,7,16,12,2,99,1,999,1,99,99,2006,1
20,5,4,16,12,2,99,1,36,1,9,1,9999,1
20,5,4,16,12,2,99,1,17,1,1,6,9999,1
27,2,6,16,6,2,99,1,67,1,3,11,1986,1
27,2,6,16,6,2,99,1,38,9,4,1,9999,1
15,4,4,16,5,2,99,1,999,1,2,99,9999,1
26,10,2,16,17,2,99,1,63,9,5,2,9999,1
28,2,7,16,1,2,99,1,38,2,1,7,1984,1
28,2,7,16,1,2,99,1,49,1,3,4,2001,1
29,1,5,16,12,2,99,1,999,9,1,6,9999,1
27,10,3,16,13,2,99,1,48,9,3,3,9999,1
27,10,3,16,13,2,99,1,32,9,4,99,9999,1
20,12,1,16,10,2,99,1,37,1,3,3,1994,1
20,12,1,16,10,2,99,1,42,1,5,2,2008,1
22,7,4,16,18,1,99,1,33,1,4,1,2001,1
22,7,4,16,18,1,99,1,47,1,4,5,2007,1
28,2,7,16,11,2,99,1,40,2,2,14,9999,1
28,2,7,16,11,2,99,1,39,9,4,1,9999,1
16,4,5,16,11,2,99,1,22,9,4,5,2009,1
16,4,5,16,11,2,99,1,20,9,4,99,9999,1
30,6,3,16,1,1,2,9,999,1,1,2,2000,1
30,6,3,16,1,1,2,1,20,1,3,3,2006,1
23,7,5,16,22,2,99,1,26,1,4,5,9999,1
23,7,5,16,22,2,99,1,26,1,14,1,9999,1
25,5,2,16,4,2,99,1,999,1,3,2,9999,1
25,5,2,16,4,2,99,1,999,1,3,4,9999,1
26,11,5,16,15,2,99,1,18,2,4,1,9999,1
22,3,1,16,12,1,1,1,17,9,4,2,9999,1
22,3,1,16,12,1,1,1,28,9,3,5,9999,1
23,9,4,16,16,2,99,9,999,9,99,99,9999,1
23,9,4,16,16,2,99,1,39,9,4,1,9999,1
22,8,7,16,13,2,99,9,999,9,3,3,1984,1
22,8,7,16,13,2,99,1,14,9,4,1,9999,1
27,5,4,16,14,2,99,1,32,1,3,2,2006,1
27,5,4,16,14,2,99,1,23,1,3,5,2010,1
24,7,6,16,1,2,99,1,18,1,3,4,2004,1
24,7,6,16,1,2,99,1,19,1,4,9,9999,1
23,3,2,16,10,1,1,1,31,1,2,1,1989,1
23,3,2,16,10,1,1,2,17,1,4,1,1989,1
27,9,1,16,1,1,18,1,45,9,2,99,1993,1
27,9,1,16,1,1,18,1,23,9,4,1,9999,1
25,12,6,16,12,1,1,1,46,2,3,3,9999,1
25,12,6,16,12,1,1,1,22,1,14,1,9999,1
31,10,7,16,5,2,99,2,33,9,3,4,1993,1
31,10,7,16,5,2,99,1,40,9,2,99,9999,1
27,9,1,16,7,2,99,9,999,9,3,99,9999,1
27,9,1,16,7,2,99,1,35,2,3,5,9999,1
31,10,7,16,9,2,99,2,37,1,1,4,1995,1
31,10,7,16,9,2,99,1,28,2,1,3,1996,1
31,10,7,16,9,2,99,1,20,1,1,4,1998,1
21,4,3,16,20,2,99,1,71,1,1,4,2001,1
21,4,3,16,20,2,99,1,38,1,12,2,9999,1
25,7,7,16,17,2,99,1,20,1,4,3,9999,1
25,7,7,16,17,2,99,9,999,9,12,2,9999,1
25,3,4,16,20,2,99,9,999,9,3,99,9999,1
28,12,2,16,5,2,99,1,23,1,5,2,9999,1
28,12,2,16,5,2,99,9,999,9,4,1,9999,1
28,12,2,16,9,2,99,1,42,9,2,4,1985,1
28,12,2,16,9,2,99,1,34,9,4,1,9999,1
28,8,6,16,22,2,99,1,30,1,3,3,1990,1
28,8,6,16,22,2,99,1,38,1,1,5,9999,1
30,8,1,16,1,1,8,1,35,1,5,2,9999,1
28,7,3,16,12,2,99,1,23,1,4,99,9999,1
28,7,3,16,12,2,99,1,32,2,3,99,9999,1
24,4,6,16,2,2,99,1,27,1,4,99,2006,1
26,4,1,16,1,1,13,1,30,1,4,3,1988,1
26,4,1,16,1,1,13,2,46,1,1,2,2009,1
26,4,1,16,1,1,13,1,21,1,4,1,2005,1
26,4,1,16,1,1,13,9,999,9,99,99,9999,1
31,12,5,16,5,1,99,1,32,1,7,2,2009,1
