núm_corre,día_ocu,año_ocu,hora_ocu,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,área_geo_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,tipo_eve,g_hora,g_hora_5,g_modelo_veh
6429,5,2016,16,6,7,104,1,2,99,4,32,17,9999,5,3,2,6
6430,5,2016,11,6,7,101,1,1,16,1,73,4,9999,5,2,1,6
6431,5,2016,20,6,7,106,1,1,99,2,28,2,2006,5,4,3,4
6432,5,2016,7,6,7,1101,11,2,99,99,999,99,9999,5,2,1,6
6433,5,2016,13,6,7,901,9,2,99,1,999,99,9999,5,3,2,6
6434,5,2016,16,6,7,1301,13,2,99,3,999,3,9999,5,3,2,6
6435,5,2016,20,6,7,1312,13,2,99,1,999,99,9999,5,4,3,6
6436,5,2016,8,6,7,1601,16,1,99,1,999,2,9999,5,2,1,6
6437,5,2016,8,6,7,1601,16,2,99,1,999,99,9999,5,2,1,6
6438,5,2016,21,6,7,1803,18,2,99,1,999,99,9999,5,4,3,6
6439,5,2016,9,6,7,1713,17,1,99,4,999,99,9999,5,2,1,6
6440,5,2016,18,6,7,401,4,2,99,1,999,99,9999,5,4,3,6
6441,6,2016,9,6,1,101,1,1,10,4,27,5,2013,5,2,1,5
6442,6,2016,23,6,1,117,1,1,99,4,6,5,2010,5,4,3,5
6443,6,2016,20,6,1,1413,14,2,99,6,19,5,9999,5,4,3,6
6444,6,2016,12,6,1,101,1,1,11,4,28,1,9999,5,3,2,6
6445,6,2016,19,6,1,1301,13,1,99,2,56,5,9999,5,4,3,6
6446,6,2016,21,6,1,1301,13,1,99,99,999,99,9999,5,4,3,6
6447,7,2016,11,6,2,101,1,1,3,12,30,6,1995,5,2,1,3
6448,7,2016,6,6,2,2008,20,1,99,99,999,99,9999,5,2,1,6
6449,7,2016,19,6,2,511,5,2,99,99,999,99,9999,5,4,3,6
6450,7,2016,9,6,2,1109,11,1,99,99,999,99,9999,5,2,1,6
6451,7,2016,9,6,2,901,9,1,99,99,999,99,9999,5,2,1,6
6452,8,2016,15,6,3,101,1,1,1,11,16,2,2004,5,3,2,4
6453,8,2016,18,6,3,104,1,2,99,3,69,2,9999,5,4,3,6
6454,8,2016,22,6,3,117,1,1,99,1,69,4,2007,5,4,3,4
6455,8,2016,15,6,3,1202,12,1,99,3,69,3,1987,5,3,2,2
6456,8,2016,11,6,3,1614,16,2,99,4,999,6,9999,5,2,1,6
6457,8,2016,22,6,3,1614,16,2,99,5,999,99,9999,5,4,3,6
6458,8,2016,1,6,3,304,3,2,99,99,999,99,9999,5,1,1,6
6459,8,2016,1,6,3,304,3,2,99,99,999,99,9999,5,1,1,6
6460,9,2016,12,6,4,101,1,1,4,2,69,6,2004,5,3,2,4
6461,9,2016,21,6,4,1001,10,1,99,14,6,1,9999,5,4,3,6
6462,9,2016,17,6,4,1601,16,1,99,5,26,2,1982,5,3,2,2
6463,10,2016,22,6,5,101,1,1,6,2,69,5,9999,5,4,3,6
6464,10,2016,20,6,5,108,1,2,99,99,999,99,9999,5,4,3,6
6465,10,2016,21,6,5,109,1,2,99,99,999,99,9999,5,4,3,6
6466,10,2016,19,6,5,2101,21,1,99,4,999,99,9999,5,4,3,6
6467,10,2016,10,6,5,308,3,2,99,3,69,10,1984,5,2,1,2
6468,10,2016,15,6,5,302,3,2,99,4,67,5,9999,5,3,2,6
6469,11,2016,7,6,6,117,1,1,99,1,69,1,9999,5,2,1,6
6470,11,2016,16,6,6,117,1,1,99,3,69,11,1986,5,3,2,2
6471,11,2016,13,6,6,1014,10,2,99,4,6,5,9999,5,3,2,6
6472,11,2016,19,6,6,109,1,2,99,3,31,11,9999,5,4,3,6
6473,11,2016,6,6,6,1109,11,2,99,1,999,99,9999,5,2,1,6
6474,11,2016,5,6,6,1109,11,2,99,99,999,99,9999,5,1,1,6
6475,11,2016,6,6,6,207,2,2,99,6,30,2,1998,5,2,1,3
6476,11,2016,0,6,6,203,2,2,99,3,999,3,9999,5,1,1,6
6477,12,2016,0,6,7,109,1,2,99,99,999,99,9999,5,1,1,6
6478,12,2016,18,6,7,109,1,2,99,99,999,99,9999,5,4,3,6
6479,12,2016,13,6,7,2107,21,2,99,99,999,99,9999,5,3,2,6
6480,12,2016,13,6,7,2107,21,2,99,99,999,99,9999,5,3,2,6
6481,12,2016,14,6,7,514,5,2,99,99,999,99,9999,5,3,2,6
6482,12,2016,4,6,7,1107,11,2,99,9,999,99,9999,5,1,1,6
6483,12,2016,20,6,7,1228,12,2,99,99,999,99,9999,5,4,3,6
6484,12,2016,18,6,7,1615,16,2,99,2,999,99,9999,5,4,3,6
6485,12,2016,22,6,7,1501,15,2,99,2,27,99,2000,5,4,3,4
6486,12,2016,22,6,7,1503,15,1,99,4,67,4,9999,5,4,3,6
6487,12,2016,15,6,7,1406,14,1,99,4,32,5,2016,5,3,2,5
6488,12,2016,18,6,7,301,3,2,99,3,14,10,9999,5,4,3,6
6489,13,2016,2,6,1,109,1,2,99,1,28,2,9999,5,1,1,6
6490,13,2016,11,6,1,101,1,1,19,1,999,2,9999,5,2,1,6
6491,13,2016,4,6,1,1107,11,2,99,3,999,99,9999,5,1,1,6
6492,14,2016,16,6,2,101,1,2,18,4,32,5,9999,5,3,2,6
6493,14,2016,14,6,2,102,1,2,99,1,999,99,9999,5,3,2,6
6494,14,2016,21,6,2,109,1,1,99,1,52,5,1987,5,4,3,2
6495,14,2016,15,6,2,2006,20,2,99,1,999,2,9999,5,3,2,6
6496,14,2016,9,6,2,1401,14,1,99,1,999,99,9999,5,2,1,6
6497,14,2016,14,6,2,414,4,2,99,1,999,99,9999,5,3,2,6
6498,15,2016,6,6,3,2212,22,2,99,6,999,2,9999,5,2,1,6
6499,15,2016,17,6,3,308,3,2,99,12,999,99,9999,5,3,2,6
6500,15,2016,13,6,3,803,8,2,99,99,999,99,9999,5,3,2,6
6501,15,2016,20,6,3,207,2,2,99,3,69,5,9999,5,4,3,6
6502,15,2016,14,6,3,2214,22,2,99,6,19,6,9999,5,3,2,6
6503,15,2016,15,6,3,1615,16,2,99,3,999,1,9999,5,3,2,6
6504,15,2016,18,6,3,1601,16,2,99,3,999,99,9999,5,4,3,6
6505,15,2016,18,6,3,1601,16,2,99,3,999,99,9999,5,4,3,6
6506,15,2016,22,6,3,117,1,2,99,1,69,2,9999,5,4,3,6
6507,16,2016,20,6,4,2104,21,2,99,99,999,99,9999,5,4,3,6
6508,16,2016,1,6,4,1102,11,2,99,99,999,99,9999,5,1,1,6
6509,17,2016,9,6,5,101,1,1,17,12,7,1,9999,5,2,1,6
6510,17,2016,14,6,5,2106,21,1,99,4,999,1,9999,5,3,2,6
6511,17,2016,21,6,5,506,5,1,99,3,999,99,9999,5,4,3,6
6512,17,2016,15,6,5,1301,13,1,99,5,26,2,1996,5,3,2,3
6513,17,2016,15,6,5,1301,13,1,99,12,50,4,2011,5,3,2,5
6514,17,2016,16,6,5,1302,13,1,99,3,69,1,1985,5,3,2,2
6515,17,2016,18,6,5,1601,16,1,99,3,69,7,1980,5,4,3,2
6516,17,2016,12,6,5,117,1,1,99,12,50,99,1993,5,3,2,3
6517,17,2016,15,6,5,2001,20,1,99,99,999,99,9999,5,3,2,6
6518,17,2016,3,6,5,117,1,1,99,99,999,99,9999,5,1,1,6
6519,17,2016,0,6,5,401,4,1,99,3,999,99,9999,5,1,1,6
6520,18,2016,13,6,6,101,1,1,4,1,28,2,9999,5,3,2,6
6521,18,2016,21,6,6,101,1,1,9,3,999,4,2014,5,4,3,5
6522,18,2016,12,6,6,103,1,1,99,1,52,6,1997,5,3,2,3
6523,18,2016,4,6,6,107,1,1,99,99,999,99,9999,5,1,1,6
6524,18,2016,20,6,6,101,1,1,12,4,27,3,9999,5,4,3,6
6525,18,2016,7,6,6,2001,20,1,99,99,999,99,9999,5,2,1,6
6526,18,2016,0,6,6,1001,10,1,99,4,67,99,9999,5,1,1,6
6527,18,2016,14,6,6,808,8,1,99,1,52,2,2003,5,3,2,4
6528,18,2016,2,6,6,1802,18,1,99,4,999,99,9999,5,1,1,6
6529,18,2016,17,6,6,701,7,1,99,2,999,7,1990,5,3,2,3
6530,18,2016,23,6,6,401,4,1,99,99,999,99,9999,5,4,3,6
6531,18,2016,20,6,6,414,4,1,99,4,32,5,9999,5,4,3,6
6532,19,2016,8,6,7,101,1,1,8,12,999,1,9999,5,2,1,6
6533,19,2016,7,6,7,101,1,1,12,2,999,2,9999,5,2,1,6
6534,19,2016,10,6,7,2001,20,1,99,4,999,2,9999,5,2,1,6
6535,19,2016,14,6,7,1411,14,2,99,6,19,2,9999,5,3,2,6
6536,19,2016,9,6,7,401,4,1,99,3,999,99,9999,5,2,1,6
6537,19,2016,10,6,7,2211,22,1,99,4,6,1,2016,5,2,1,5
6538,19,2016,15,6,7,1412,14,1,99,6,30,2,1985,5,3,2,2
6539,19,2016,20,6,7,1202,12,1,99,4,32,5,9999,5,4,3,6
6540,19,2016,11,6,7,1010,10,1,99,99,999,99,9999,5,2,1,6
6541,20,2016,12,6,1,101,1,1,11,1,999,99,9999,5,3,2,6
6542,20,2016,18,6,1,101,1,1,7,1,52,9,2006,5,4,3,4
6543,20,2016,19,6,1,509,5,1,99,4,32,1,9999,5,4,3,6
6544,20,2016,14,6,1,614,6,2,99,12,999,99,9999,5,3,2,6
6545,20,2016,22,6,1,1327,13,2,99,4,76,5,9999,5,4,3,6
6546,20,2016,19,6,1,701,7,2,99,4,999,99,9999,5,4,3,6
6547,21,2016,0,6,2,104,1,2,99,3,69,2,9999,5,1,1,6
6548,21,2016,11,6,2,902,9,2,99,12,999,7,1995,5,2,1,3
6549,22,2016,18,6,3,901,9,1,99,3,69,2,2014,5,4,3,5
6550,22,2016,11,6,3,1201,12,2,99,1,999,99,9999,5,2,1,6
6551,22,2016,17,6,3,701,7,2,99,4,38,1,2007,5,3,2,4
6552,23,2016,16,6,4,602,6,1,99,1,41,4,9999,5,3,2,6
6553,23,2016,9,6,4,1301,13,2,99,4,67,5,2006,5,2,1,4
6554,23,2016,16,6,4,805,8,1,99,1,999,5,9999,5,3,2,6
6555,23,2016,15,6,4,1616,16,2,99,1,999,8,9999,5,3,2,6
6556,23,2016,20,6,4,404,4,1,99,3,56,3,2001,5,4,3,4
6557,24,2016,13,6,5,101,1,1,1,11,52,2,2013,5,3,2,5
6558,24,2016,23,6,5,101,1,1,18,99,999,99,9999,5,4,3,6
6559,24,2016,21,6,5,117,1,1,99,4,64,5,9999,5,4,3,6
6560,24,2016,6,6,5,1001,10,2,99,99,999,99,9999,5,2,1,6
6561,24,2016,1,6,5,1312,13,2,99,99,999,99,9999,5,1,1,6
6562,25,2016,14,6,6,101,1,1,18,9,28,2,1999,5,3,2,3
6563,25,2016,16,6,6,1911,19,2,99,99,999,99,9999,5,3,2,6
6564,25,2016,9,6,6,1001,10,2,99,11,999,11,9999,5,2,1,6
6565,25,2016,3,6,6,1801,18,2,99,99,999,99,9999,5,1,1,6
6566,25,2016,16,6,6,609,6,2,99,4,54,3,2013,5,3,2,5
6567,25,2016,15,6,6,1312,13,2,99,4,69,3,9999,5,3,2,6
6568,25,2016,9,6,6,1306,13,2,99,3,69,3,9999,5,2,1,6
6569,25,2016,20,6,6,101,1,2,11,2,999,99,9999,5,4,3,6
6570,26,2016,20,6,7,101,1,1,8,2,999,99,9999,5,4,3,6
6571,26,2016,14,6,7,101,1,1,1,12,999,99,9999,5,3,2,6
6572,26,2016,20,6,7,101,1,1,8,99,999,99,9999,5,4,3,6
6573,26,2016,7,6,7,101,1,1,10,99,999,99,9999,5,2,1,6
6574,26,2016,11,6,7,108,1,1,99,12,999,99,9999,5,2,1,6
6575,26,2016,18,6,7,2106,21,2,99,2,31,5,2000,5,4,3,4
6576,26,2016,20,6,7,1107,11,2,99,4,27,3,9999,5,4,3,6
6577,26,2016,19,6,7,1501,15,2,99,4,67,99,9999,5,4,3,6
6578,26,2016,7,6,7,1801,18,1,99,99,999,99,9999,5,2,1,6
6579,26,2016,18,6,7,404,4,2,99,4,76,5,2016,5,4,3,5
6580,26,2016,21,6,7,406,4,2,99,99,999,99,9999,5,4,3,6
6581,26,2016,9,6,7,304,3,2,99,12,17,2,1980,5,2,1,2
6582,27,2016,22,6,1,501,5,2,99,1,69,6,1997,5,4,3,3
6583,27,2016,0,6,1,1609,16,2,99,99,999,99,9999,5,1,1,6
6584,27,2016,22,6,1,701,7,2,99,99,999,99,9999,5,4,3,6
6585,27,2016,23,6,1,406,4,2,99,99,999,99,9999,5,4,3,6
6586,28,2016,22,6,2,101,1,1,13,1,56,3,9999,5,4,3,6
6587,28,2016,20,6,2,101,1,1,5,99,999,99,9999,5,4,3,6
6588,28,2016,5,6,2,101,1,1,11,99,999,99,9999,5,1,1,6
6589,28,2016,9,6,2,117,1,1,99,1,41,2,2002,5,2,1,4
6590,28,2016,19,6,2,2001,20,1,99,9,999,99,9999,5,4,3,6
6591,28,2016,12,6,2,1301,13,2,99,4,67,99,9999,5,3,2,6
6592,28,2016,15,6,2,1609,16,1,99,5,999,99,9999,5,3,2,6
6593,28,2016,19,6,2,401,4,2,99,99,999,99,9999,5,4,3,6
6594,29,2016,7,6,3,409,4,2,99,99,999,99,9999,5,2,1,6
6595,29,2016,20,6,3,101,1,1,7,4,18,7,9999,5,4,3,6
6596,29,2016,20,6,3,204,2,2,99,4,76,1,2015,5,4,3,5
6597,29,2016,21,6,3,920,9,2,99,3,52,3,2002,5,4,3,4
6598,29,2016,13,6,3,117,1,1,99,4,32,1,9999,5,3,2,6
6599,29,2016,23,6,3,117,1,1,99,3,69,9,9999,5,4,3,6
6600,29,2016,12,6,3,501,5,1,99,4,43,9,9999,5,3,2,6
6601,29,2016,22,6,3,101,1,1,4,1,999,99,9999,5,4,3,6
6602,29,2016,3,6,3,101,1,1,7,1,999,99,9999,5,1,1,6
6603,29,2016,12,6,3,2207,22,2,99,1,999,99,9999,5,3,2,6
6604,30,2016,22,6,4,101,1,1,2,1,999,99,9999,5,4,3,6
6605,30,2016,16,6,4,101,1,1,5,9,41,2,2004,5,3,2,4
6606,30,2016,16,6,4,101,1,1,10,3,999,2,9999,5,3,2,6
6607,30,2016,22,6,4,101,1,1,7,12,999,1,9999,5,4,3,6
6608,30,2016,23,6,4,101,1,1,12,1,999,99,9999,5,4,3,6
6609,30,2016,3,6,4,109,1,1,99,6,19,2,9999,5,1,1,6
6610,30,2016,15,6,4,501,5,1,99,4,35,1,2012,5,3,2,5
6611,30,2016,15,6,4,501,5,1,99,4,67,14,2015,5,3,2,5
6612,30,2016,0,6,4,514,5,2,99,3,52,99,9999,5,1,1,6
6613,30,2016,9,6,4,1306,13,2,99,3,69,9,1994,5,2,1,3
6614,30,2016,23,6,4,1615,16,2,99,1,999,99,9999,5,4,3,6
6615,30,2016,15,6,4,1501,15,1,99,3,69,99,9999,5,3,2,6
6616,30,2016,20,6,4,201,2,2,99,1,999,99,9999,5,4,3,6
6617,30,2016,0,6,4,1801,18,1,99,11,48,2,9999,5,1,1,6
6618,30,2016,14,6,4,709,7,2,99,3,999,99,1995,5,3,2,3
6619,30,2016,7,6,4,701,7,2,99,1,999,99,9999,5,2,1,6
6620,30,2016,20,6,4,415,4,2,99,1,999,99,9999,5,4,3,6
6621,30,2016,21,6,4,304,3,2,99,1,999,99,9999,5,4,3,6
6622,1,2016,11,7,5,101,1,1,12,1,999,99,9999,5,2,1,6
6623,1,2016,20,7,5,101,1,1,7,1,999,99,9999,5,4,3,6
6624,1,2016,17,7,5,2201,22,2,99,4,77,5,2014,5,3,2,5
6625,1,2016,2,7,5,501,5,2,99,1,999,99,9999,5,1,1,6
6626,1,2016,22,7,5,514,5,2,99,3,52,2,2015,5,4,3,5
6627,1,2016,22,7,5,514,5,2,99,4,999,99,9999,5,4,3,6
6628,1,2016,7,7,5,1101,11,2,99,12,999,99,9999,5,2,1,6
6629,2,2016,5,7,6,117,1,1,99,4,18,5,2015,5,1,1,5
6630,2,2016,1,7,6,601,6,2,99,99,999,99,9999,5,1,1,6
6631,2,2016,2,7,6,1609,16,1,99,3,56,2,9999,5,1,1,6
6632,2,2016,11,7,6,701,7,2,99,2,16,4,2004,5,2,1,4
6633,2,2016,11,7,6,101,1,1,19,5,10,2,2005,5,2,1,4
6634,3,2016,3,7,7,101,1,1,5,2,999,4,9999,5,1,1,6
6635,3,2016,14,7,7,1101,11,1,99,12,999,99,9999,5,3,2,6
6636,3,2016,16,7,7,112,1,1,99,4,999,1,2009,5,3,2,4
6637,3,2016,5,7,7,1418,14,2,99,4,27,1,9999,5,1,1,6
6638,3,2016,0,7,7,1001,10,1,99,2,69,6,9999,5,1,1,6
6639,3,2016,8,7,7,401,4,2,99,1,999,99,9999,5,2,1,6
6640,3,2016,20,7,7,101,1,1,8,12,74,6,9999,5,4,3,6
6641,4,2016,17,7,1,101,1,1,10,12,999,2,2010,5,3,2,5
6642,4,2016,12,7,1,506,5,2,99,4,27,5,9999,5,3,2,6
6643,4,2016,20,7,1,501,5,2,99,99,999,99,9999,5,4,3,6
6644,4,2016,18,7,1,512,5,2,99,99,999,99,9999,5,4,3,6
6645,4,2016,20,7,1,1102,11,2,99,99,999,99,9999,5,4,3,6
6646,4,2016,20,7,1,406,4,2,99,99,999,99,9999,5,4,3,6
6647,5,2016,3,7,2,101,1,1,12,4,32,5,2009,5,1,1,4
6648,5,2016,13,7,2,114,1,2,99,4,6,5,2013,5,3,2,5
6649,5,2016,19,7,2,2011,20,2,99,4,999,99,9999,5,4,3,6
6650,5,2016,12,7,2,1801,18,2,99,4,999,4,9999,5,3,2,6
6651,5,2016,22,7,2,512,5,2,99,1,999,4,9999,5,4,3,6
6652,6,2016,15,7,3,101,1,1,5,3,69,6,1996,5,3,2,3
6653,6,2016,5,7,3,1901,19,2,99,99,999,99,9999,5,1,1,6
6654,6,2016,13,7,3,1601,16,1,99,9,999,99,9999,5,3,2,6
6655,6,2016,23,7,3,701,7,2,99,99,999,99,9999,5,4,3,6
6656,6,2016,19,7,3,401,4,2,99,4,3,1,2016,5,4,3,5
6657,7,2016,0,7,4,101,1,1,6,4,999,5,9999,5,1,1,6
6658,7,2016,4,7,4,505,5,2,99,9,999,3,9999,5,1,1,6
6659,7,2016,17,7,4,1901,19,2,99,4,67,5,2013,5,3,2,5
6660,7,2016,20,7,4,1412,14,2,99,9,69,3,2015,5,4,3,5
6661,7,2016,17,7,4,1610,16,2,99,5,999,99,9999,5,3,2,6
6662,7,2016,19,7,4,301,3,2,99,99,999,99,9999,5,4,3,6
6663,7,2016,21,7,4,1010,10,2,99,3,69,2,1989,5,4,3,2
6664,7,2016,23,7,4,701,7,2,99,99,999,99,9999,5,4,3,6
6665,7,2016,17,7,4,1712,17,2,99,4,6,5,2015,5,3,2,5
6666,8,2016,15,7,5,109,1,1,99,1,999,99,9999,5,3,2,6
6667,8,2016,15,7,5,301,3,1,99,12,30,2,1985,5,3,2,2
6668,8,2016,7,7,5,701,7,2,99,1,999,99,9999,5,2,1,6
6669,8,2016,21,7,5,101,1,1,18,1,13,4,2006,5,4,3,4
6670,8,2016,22,7,5,101,1,1,12,1,999,99,9999,5,4,3,6
6671,8,2016,14,7,5,111,1,1,99,1,999,99,9999,5,3,2,6
6672,8,2016,22,7,5,1905,19,2,99,1,999,99,9999,5,4,3,6
6673,9,2016,18,7,6,101,1,1,1,4,32,4,9999,5,4,3,6
6674,9,2016,0,7,6,117,1,1,99,4,6,1,9999,5,1,1,6
6675,9,2016,19,7,6,1102,11,2,99,99,999,99,9999,5,4,3,6
6676,9,2016,15,7,6,901,9,1,99,4,32,4,9999,5,3,2,6
6677,10,2016,17,7,7,101,1,1,18,99,999,99,9999,5,3,2,6
6678,10,2016,18,7,7,101,1,1,18,99,999,99,9999,5,4,3,6
6679,10,2016,11,7,7,106,1,2,99,1,56,2,1992,5,2,1,3
6680,10,2016,23,7,7,101,1,1,5,1,52,99,9999,5,4,3,6
6681,10,2016,21,7,7,101,1,1,7,99,999,99,9999,5,4,3,6
6682,10,2016,2,7,7,109,1,1,99,99,999,99,9999,5,1,1,6
6683,10,2016,11,7,7,109,1,2,99,99,82,4,9999,5,2,1,6
6684,10,2016,13,7,7,2101,21,2,99,4,6,5,9999,5,3,2,6
6685,10,2016,0,7,7,1201,12,2,99,4,6,1,2012,5,1,1,5
6686,10,2016,17,7,7,301,3,2,99,4,32,99,2006,5,3,2,4
6687,11,2016,18,7,1,101,1,1,18,6,999,2,9999,5,4,3,6
6688,11,2016,20,7,1,101,1,1,5,99,999,99,9999,5,4,3,6
6689,11,2016,9,7,1,1901,19,2,99,4,999,1,9999,5,2,1,6
6690,11,2016,15,7,1,501,5,2,99,4,67,3,9999,5,3,2,6
6691,11,2016,22,7,1,1219,12,2,99,3,69,11,9999,5,4,3,6
6692,11,2016,6,7,1,1303,13,2,99,99,999,99,9999,5,2,1,6
6693,11,2016,11,7,1,404,4,2,99,99,999,99,9999,5,2,1,6
6694,11,2016,7,7,1,401,4,2,99,99,999,99,9999,5,2,1,6
6695,12,2016,18,7,2,101,1,1,6,14,999,99,9999,5,4,3,6
6696,12,2016,8,7,2,109,1,1,99,4,18,5,2012,5,2,1,5
6697,12,2016,9,7,2,109,1,1,99,4,67,5,2007,5,2,1,4
6698,12,2016,18,7,2,1607,16,2,99,4,999,99,9999,5,4,3,6
6699,13,2016,12,7,3,101,1,1,9,2,48,5,2010,5,3,2,5
6700,13,2016,20,7,3,107,1,1,99,12,999,1,9999,5,4,3,6
6701,13,2016,12,7,3,101,1,1,7,12,999,99,9999,5,3,2,6
6702,13,2016,15,7,3,2101,21,1,99,4,114,3,2007,5,3,2,4
6703,13,2016,20,7,3,1105,11,2,99,4,67,3,9999,5,4,3,6
6704,13,2016,10,7,3,919,9,2,99,14,6,1,2014,5,2,1,5
6705,13,2016,23,7,3,1616,16,2,99,4,999,99,9999,5,4,3,6
6706,14,2016,6,7,4,109,1,1,99,99,999,99,9999,5,2,1,6
6707,14,2016,15,7,4,101,1,1,3,1,28,2,2003,5,3,2,4
6708,14,2016,17,7,4,101,1,1,11,3,69,1,2000,5,3,2,4
6709,14,2016,7,7,4,112,1,1,99,1,52,2,9999,5,2,1,6
6710,14,2016,12,7,4,1901,19,1,99,3,999,99,9999,5,3,2,6
6711,14,2016,19,7,4,1106,11,1,99,4,6,3,2016,5,4,3,5
6712,14,2016,18,7,4,1101,11,1,99,3,999,3,9999,5,4,3,6
6713,14,2016,21,7,4,1101,11,1,99,3,999,4,9999,5,4,3,6
6714,14,2016,14,7,4,409,4,1,99,5,52,2,9999,5,3,2,6
6715,14,2016,22,7,4,1601,16,1,99,99,999,99,9999,5,4,3,6
6716,14,2016,18,7,4,111,1,1,99,99,999,99,9999,5,4,3,6
6717,15,2016,23,7,5,101,1,1,13,4,6,2,2011,5,4,3,5
6718,15,2016,14,7,5,101,1,1,11,1,48,5,9999,5,3,2,6
6719,15,2016,11,7,5,2001,20,1,99,9,69,99,2006,5,2,1,4
6720,15,2016,17,7,5,501,5,1,99,5,999,7,9999,5,3,2,6
6721,15,2016,18,7,5,1601,16,1,99,99,999,99,9999,5,4,3,6
6722,15,2016,9,7,5,701,7,1,99,3,999,5,9999,5,2,1,6
6723,16,2016,3,7,6,106,1,1,99,1,28,2,2007,5,1,1,4
6724,16,2016,2,7,6,1301,13,1,99,99,999,99,9999,5,1,1,6
6725,16,2016,15,7,6,909,9,1,99,4,67,3,2006,5,3,2,4
6726,16,2016,22,7,6,101,1,1,1,4,45,99,9999,5,4,3,6
6727,16,2016,22,7,6,107,1,1,99,3,69,2,1992,5,4,3,3
6728,16,2016,22,7,6,1301,13,1,99,99,999,99,9999,5,4,3,6
6729,17,2016,21,7,7,101,1,1,18,4,999,99,9999,5,4,3,6
6730,17,2016,15,7,7,109,1,1,99,4,67,1,9999,5,3,2,6
6731,17,2016,13,7,7,501,5,1,99,4,54,99,9999,5,3,2,6
6732,17,2016,3,7,7,501,5,1,99,99,999,99,9999,5,1,1,6
6733,17,2016,19,7,7,1101,11,1,99,4,6,3,2013,5,4,3,5
6734,17,2016,21,7,7,1604,16,1,99,99,999,99,9999,5,4,3,6
6735,17,2016,2,7,7,1801,18,1,99,99,999,99,9999,5,1,1,6
6736,17,2016,12,7,7,1703,17,2,99,14,6,1,2006,5,3,2,4
6737,17,2016,15,7,7,707,7,2,99,1,69,11,9999,5,3,2,6
6738,17,2016,21,7,7,406,4,2,99,99,999,99,9999,5,4,3,6
6739,18,2016,12,7,1,101,1,2,17,4,999,99,9999,5,3,2,6
6740,18,2016,10,7,1,1903,19,2,99,3,999,99,9999,5,2,1,6
6741,18,2016,17,7,1,1302,13,1,99,2,999,2,9999,5,3,2,6
6742,18,2016,20,7,1,805,8,2,99,3,69,8,9999,5,4,3,6
6743,18,2016,18,7,1,1616,16,2,99,4,67,3,9999,5,4,3,6
6744,18,2016,22,7,1,1801,18,1,99,99,999,99,9999,5,4,3,6
6745,18,2016,22,7,1,1804,18,1,99,99,999,99,9999,5,4,3,6
6746,19,2016,2,7,2,2001,20,2,99,1,999,99,9999,5,1,1,6
6747,19,2016,14,7,2,1101,11,1,99,4,6,5,9999,5,3,2,6
6748,19,2016,13,7,2,1219,12,2,99,3,69,11,1988,5,3,2,2
6749,19,2016,12,7,2,205,2,2,99,14,6,1,9999,5,3,2,6
6750,20,2016,14,7,3,101,1,1,10,2,41,2,2013,5,3,2,5
6751,20,2016,21,7,3,101,1,1,7,99,999,99,9999,5,4,3,6
6752,20,2016,21,7,3,101,1,1,19,99,999,99,9999,5,4,3,6
6753,20,2016,12,7,3,1904,19,2,99,99,999,99,9999,5,3,2,6
6754,20,2016,20,7,3,602,6,2,99,99,999,99,9999,5,4,3,6
6755,21,2016,13,7,4,101,1,1,8,1,27,6,1996,5,3,2,3
6756,21,2016,18,7,4,901,9,1,99,5,50,2,1990,5,4,3,3
6757,21,2016,17,7,4,803,8,2,99,3,999,6,1994,5,3,2,3
6758,21,2016,14,7,4,401,4,2,99,4,6,1,9999,5,3,2,6
6759,21,2016,20,7,4,406,4,2,99,99,999,99,9999,5,4,3,6
6760,22,2016,16,7,5,923,9,2,99,1,69,1,1985,5,3,2,2
6761,22,2016,17,7,5,901,9,2,99,9,69,2,2012,5,3,2,5
6762,22,2016,23,7,5,701,7,2,99,99,999,99,9999,5,4,3,6
6763,22,2016,21,7,5,117,1,2,99,99,999,99,9999,5,4,3,6
6764,22,2016,19,7,5,301,3,2,99,99,999,99,9999,5,4,3,6
6765,23,2016,21,7,6,108,1,1,99,4,32,1,2015,5,4,3,5
6766,23,2016,12,7,6,2101,21,2,99,4,76,5,9999,5,3,2,6
6767,23,2016,15,7,6,2001,20,2,99,3,999,2,9999,5,3,2,6
6768,23,2016,23,7,6,601,6,2,99,1,69,9,9999,5,4,3,6
6769,23,2016,19,7,6,901,9,1,99,1,17,1,1995,5,4,3,3
6770,23,2016,21,7,6,1703,17,1,99,99,999,6,9999,5,4,3,6
6771,23,2016,16,7,6,401,4,2,99,99,999,99,9999,5,3,2,6
6772,23,2016,18,7,6,401,4,1,99,3,69,4,2009,5,4,3,4
6773,23,2016,21,7,6,415,4,1,99,99,999,99,9999,5,4,3,6
6774,24,2016,3,7,7,101,1,1,1,1,28,5,2008,5,1,1,4
6775,24,2016,19,7,7,1108,11,1,99,99,999,99,9999,5,4,3,6
6776,24,2016,22,7,7,1703,17,1,99,99,999,99,9999,5,4,3,6
6777,24,2016,21,7,7,401,4,1,99,4,999,99,9999,5,4,3,6
6778,24,2016,21,7,7,1901,19,1,99,4,999,99,9999,5,4,3,6
6779,25,2016,20,7,1,101,1,1,1,1,48,2,1998,5,4,3,3
6780,25,2016,12,7,1,101,1,1,12,4,67,3,2012,5,3,2,5
